YYYYMMSOON,가락시장 품목코드(5자리),품목(품종)명,거래단위,등급(특 5% 상 35% 중 40% 하 20%),평균가격(원),전순 평균가격(원) PreVious SOON,전달 평균가격(원) PreVious MMonth,전년 평균가격(원) PreVious YeaR,평년 평균가격(원) Common Year SOON,year,soon,date,품목-품종,품목명_x,month,original_day,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,day_1,day_11,day_21,순 강수량,순 평균기온,주산지 순 강수량,주산지 순 평균기온,단수,총반입량(kg),년도,품목명_y,생산량(톤),반입량_생산량비,주산지,지역 이름,품목코드 ,품종코드 ,품종명,등급명,유통단계별 무게 ,유통단계별 단위 
202201상순,,사과(후지),,,26041.0,,26144.0,28046.0,20438.6666666666,2022,상순,2022-01-01,사과-후지,사과,1,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,115.53825503355688,0.4941362046498867,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202201상순,,사과(후지),,,26041.0,,26144.0,28046.0,20438.6666666666,2022,상순,2022-01-01,사과-후지,사과,1,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,115.53825503355688,0.4941362046498867,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202201중순,,사과(후지),,,26579.0,,26177.0,29954.0,21164.0,2022,중순,2022-01-11,사과-후지,사과,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,87.75302013422805,0.4432921350776849,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202201중순,,사과(후지),,,26579.0,,26177.0,29954.0,21164.0,2022,중순,2022-01-11,사과-후지,사과,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,87.75302013422805,0.4432921350776849,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202201중순,,사과(후지),,,26579.0,,26177.0,29954.0,21164.0,2022,중순,2022-01-11,사과-후지,사과,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,87.75302013422805,0.4432921350776849,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202201중순,,사과(후지),,,26579.0,,26177.0,29954.0,21164.0,2022,중순,2022-01-11,사과-후지,사과,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,87.75302013422805,0.4432921350776849,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202201중순,,사과(후지),,,26579.0,,26177.0,29954.0,21164.0,2022,중순,2022-01-11,사과-후지,사과,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,87.75302013422805,0.4432921350776849,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202201중순,,사과(후지),,,26579.0,,26177.0,29954.0,21164.0,2022,중순,2022-01-11,사과-후지,사과,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,87.75302013422805,0.4432921350776849,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202201중순,,사과(후지),,,26579.0,,26177.0,29954.0,21164.0,2022,중순,2022-01-11,사과-후지,사과,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,87.75302013422805,0.4432921350776849,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202201중순,,사과(후지),,,26579.0,,26177.0,29954.0,21164.0,2022,중순,2022-01-11,사과-후지,사과,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,87.75302013422805,0.4432921350776849,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202201중순,,사과(후지),,,26579.0,,26177.0,29954.0,21164.0,2022,중순,2022-01-11,사과-후지,사과,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,87.75302013422805,0.4432921350776849,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202201중순,,사과(후지),,,26579.0,,26177.0,29954.0,21164.0,2022,중순,2022-01-11,사과-후지,사과,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,87.75302013422805,0.4432921350776849,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202201중순,,사과(후지),,,26579.0,,26177.0,29954.0,21164.0,2022,중순,2022-01-11,사과-후지,사과,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,87.75302013422805,0.4432921350776849,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202201중순,,사과(후지),,,26579.0,,26177.0,29954.0,21164.0,2022,중순,2022-01-11,사과-후지,사과,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,87.75302013422805,0.4432921350776849,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202201중순,,사과(후지),,,26579.0,,26177.0,29954.0,21164.0,2022,중순,2022-01-11,사과-후지,사과,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,87.75302013422805,0.4432921350776849,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202201중순,,사과(후지),,,26579.0,,26177.0,29954.0,21164.0,2022,중순,2022-01-11,사과-후지,사과,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,87.75302013422805,0.4432921350776849,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202201중순,,사과(후지),,,26579.0,,26177.0,29954.0,21164.0,2022,중순,2022-01-11,사과-후지,사과,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,87.75302013422805,0.4432921350776849,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202201중순,,사과(후지),,,26579.0,,26177.0,29954.0,21164.0,2022,중순,2022-01-11,사과-후지,사과,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,87.75302013422805,0.4432921350776849,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202201중순,,사과(후지),,,26579.0,,26177.0,29954.0,21164.0,2022,중순,2022-01-11,사과-후지,사과,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,87.75302013422805,0.4432921350776849,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202201중순,,사과(후지),,,26579.0,,26177.0,29954.0,21164.0,2022,중순,2022-01-11,사과-후지,사과,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,87.75302013422805,0.4432921350776849,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202201중순,,사과(후지),,,26579.0,,26177.0,29954.0,21164.0,2022,중순,2022-01-11,사과-후지,사과,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,87.75302013422805,0.4432921350776849,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202201중순,,사과(후지),,,26579.0,,26177.0,29954.0,21164.0,2022,중순,2022-01-11,사과-후지,사과,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,87.75302013422805,0.4432921350776849,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202201중순,,사과(후지),,,26579.0,,26177.0,29954.0,21164.0,2022,중순,2022-01-11,사과-후지,사과,1,11,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,87.75302013422805,0.4432921350776849,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202201하순,,사과(후지),,,27189.0,,25952.0,32624.0,22292.0,2022,하순,2022-01-21,사과-후지,사과,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,74.3382550335569,0.4122852993524857,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202201하순,,사과(후지),,,27189.0,,25952.0,32624.0,22292.0,2022,하순,2022-01-21,사과-후지,사과,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,74.3382550335569,0.4122852993524857,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202201하순,,사과(후지),,,27189.0,,25952.0,32624.0,22292.0,2022,하순,2022-01-21,사과-후지,사과,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,74.3382550335569,0.4122852993524857,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202201하순,,사과(후지),,,27189.0,,25952.0,32624.0,22292.0,2022,하순,2022-01-21,사과-후지,사과,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,74.3382550335569,0.4122852993524857,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202201하순,,사과(후지),,,27189.0,,25952.0,32624.0,22292.0,2022,하순,2022-01-21,사과-후지,사과,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,74.3382550335569,0.4122852993524857,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202201하순,,사과(후지),,,27189.0,,25952.0,32624.0,22292.0,2022,하순,2022-01-21,사과-후지,사과,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,74.3382550335569,0.4122852993524857,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202201하순,,사과(후지),,,27189.0,,25952.0,32624.0,22292.0,2022,하순,2022-01-21,사과-후지,사과,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,74.3382550335569,0.4122852993524857,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202201하순,,사과(후지),,,27189.0,,25952.0,32624.0,22292.0,2022,하순,2022-01-21,사과-후지,사과,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,74.3382550335569,0.4122852993524857,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202201하순,,사과(후지),,,27189.0,,25952.0,32624.0,22292.0,2022,하순,2022-01-21,사과-후지,사과,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,74.3382550335569,0.4122852993524857,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202201하순,,사과(후지),,,27189.0,,25952.0,32624.0,22292.0,2022,하순,2022-01-21,사과-후지,사과,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,74.3382550335569,0.4122852993524857,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202201하순,,사과(후지),,,27189.0,,25952.0,32624.0,22292.0,2022,하순,2022-01-21,사과-후지,사과,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,74.3382550335569,0.4122852993524857,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202201하순,,사과(후지),,,27189.0,,25952.0,32624.0,22292.0,2022,하순,2022-01-21,사과-후지,사과,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,74.3382550335569,0.4122852993524857,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202201하순,,사과(후지),,,27189.0,,25952.0,32624.0,22292.0,2022,하순,2022-01-21,사과-후지,사과,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,74.3382550335569,0.4122852993524857,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202201하순,,사과(후지),,,27189.0,,25952.0,32624.0,22292.0,2022,하순,2022-01-21,사과-후지,사과,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,74.3382550335569,0.4122852993524857,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202201하순,,사과(후지),,,27189.0,,25952.0,32624.0,22292.0,2022,하순,2022-01-21,사과-후지,사과,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,74.3382550335569,0.4122852993524857,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202201하순,,사과(후지),,,27189.0,,25952.0,32624.0,22292.0,2022,하순,2022-01-21,사과-후지,사과,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,74.3382550335569,0.4122852993524857,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202201하순,,사과(후지),,,27189.0,,25952.0,32624.0,22292.0,2022,하순,2022-01-21,사과-후지,사과,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,74.3382550335569,0.4122852993524857,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202201하순,,사과(후지),,,27189.0,,25952.0,32624.0,22292.0,2022,하순,2022-01-21,사과-후지,사과,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,74.3382550335569,0.4122852993524857,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202201하순,,사과(후지),,,27189.0,,25952.0,32624.0,22292.0,2022,하순,2022-01-21,사과-후지,사과,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,74.3382550335569,0.4122852993524857,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202201하순,,사과(후지),,,27189.0,,25952.0,32624.0,22292.0,2022,하순,2022-01-21,사과-후지,사과,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,74.3382550335569,0.4122852993524857,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202201하순,,사과(후지),,,27189.0,,25952.0,32624.0,22292.0,2022,하순,2022-01-21,사과-후지,사과,1,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,74.3382550335569,0.4122852993524857,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202상순,,사과(후지),,,26907.0,,26041.0,35339.0,22250.6666666666,2022,상순,2022-02-01,사과-후지,사과,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,52.315436241610605,0.3762888269243239,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202상순,,사과(후지),,,26907.0,,26041.0,35339.0,22250.6666666666,2022,상순,2022-02-01,사과-후지,사과,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,52.315436241610605,0.3762888269243239,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202상순,,사과(후지),,,26907.0,,26041.0,35339.0,22250.6666666666,2022,상순,2022-02-01,사과-후지,사과,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,52.315436241610605,0.3762888269243239,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202상순,,사과(후지),,,26907.0,,26041.0,35339.0,22250.6666666666,2022,상순,2022-02-01,사과-후지,사과,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,52.315436241610605,0.3762888269243239,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202상순,,사과(후지),,,26907.0,,26041.0,35339.0,22250.6666666666,2022,상순,2022-02-01,사과-후지,사과,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,52.315436241610605,0.3762888269243239,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202상순,,사과(후지),,,26907.0,,26041.0,35339.0,22250.6666666666,2022,상순,2022-02-01,사과-후지,사과,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,52.315436241610605,0.3762888269243239,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202상순,,사과(후지),,,26907.0,,26041.0,35339.0,22250.6666666666,2022,상순,2022-02-01,사과-후지,사과,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,52.315436241610605,0.3762888269243239,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202상순,,사과(후지),,,26907.0,,26041.0,35339.0,22250.6666666666,2022,상순,2022-02-01,사과-후지,사과,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,52.315436241610605,0.3762888269243239,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202상순,,사과(후지),,,26907.0,,26041.0,35339.0,22250.6666666666,2022,상순,2022-02-01,사과-후지,사과,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,52.315436241610605,0.3762888269243239,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202상순,,사과(후지),,,26907.0,,26041.0,35339.0,22250.6666666666,2022,상순,2022-02-01,사과-후지,사과,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,52.315436241610605,0.3762888269243239,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202상순,,사과(후지),,,26907.0,,26041.0,35339.0,22250.6666666666,2022,상순,2022-02-01,사과-후지,사과,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,52.315436241610605,0.3762888269243239,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202상순,,사과(후지),,,26907.0,,26041.0,35339.0,22250.6666666666,2022,상순,2022-02-01,사과-후지,사과,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,52.315436241610605,0.3762888269243239,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202상순,,사과(후지),,,26907.0,,26041.0,35339.0,22250.6666666666,2022,상순,2022-02-01,사과-후지,사과,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,52.315436241610605,0.3762888269243239,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202상순,,사과(후지),,,26907.0,,26041.0,35339.0,22250.6666666666,2022,상순,2022-02-01,사과-후지,사과,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,52.315436241610605,0.3762888269243239,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202상순,,사과(후지),,,26907.0,,26041.0,35339.0,22250.6666666666,2022,상순,2022-02-01,사과-후지,사과,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,52.315436241610605,0.3762888269243239,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202상순,,사과(후지),,,26907.0,,26041.0,35339.0,22250.6666666666,2022,상순,2022-02-01,사과-후지,사과,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,52.315436241610605,0.3762888269243239,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202상순,,사과(후지),,,26907.0,,26041.0,35339.0,22250.6666666666,2022,상순,2022-02-01,사과-후지,사과,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,52.315436241610605,0.3762888269243239,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202상순,,사과(후지),,,26907.0,,26041.0,35339.0,22250.6666666666,2022,상순,2022-02-01,사과-후지,사과,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,52.315436241610605,0.3762888269243239,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202상순,,사과(후지),,,26907.0,,26041.0,35339.0,22250.6666666666,2022,상순,2022-02-01,사과-후지,사과,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,52.315436241610605,0.3762888269243239,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202상순,,사과(후지),,,26907.0,,26041.0,35339.0,22250.6666666666,2022,상순,2022-02-01,사과-후지,사과,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,52.315436241610605,0.3762888269243239,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202상순,,사과(후지),,,26907.0,,26041.0,35339.0,22250.6666666666,2022,상순,2022-02-01,사과-후지,사과,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,52.315436241610605,0.3762888269243239,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202중순,,사과(후지),,,26163.0,,26579.0,34097.0,22282.6666666666,2022,중순,2022-02-11,사과-후지,사과,2,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,46.158389261744844,0.34494888944977276,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202중순,,사과(후지),,,26163.0,,26579.0,34097.0,22282.6666666666,2022,중순,2022-02-11,사과-후지,사과,2,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,46.158389261744844,0.34494888944977276,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202중순,,사과(후지),,,26163.0,,26579.0,34097.0,22282.6666666666,2022,중순,2022-02-11,사과-후지,사과,2,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,46.158389261744844,0.34494888944977276,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202중순,,사과(후지),,,26163.0,,26579.0,34097.0,22282.6666666666,2022,중순,2022-02-11,사과-후지,사과,2,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,46.158389261744844,0.34494888944977276,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202중순,,사과(후지),,,26163.0,,26579.0,34097.0,22282.6666666666,2022,중순,2022-02-11,사과-후지,사과,2,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,46.158389261744844,0.34494888944977276,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202중순,,사과(후지),,,26163.0,,26579.0,34097.0,22282.6666666666,2022,중순,2022-02-11,사과-후지,사과,2,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,46.158389261744844,0.34494888944977276,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202중순,,사과(후지),,,26163.0,,26579.0,34097.0,22282.6666666666,2022,중순,2022-02-11,사과-후지,사과,2,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,46.158389261744844,0.34494888944977276,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202중순,,사과(후지),,,26163.0,,26579.0,34097.0,22282.6666666666,2022,중순,2022-02-11,사과-후지,사과,2,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,46.158389261744844,0.34494888944977276,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202중순,,사과(후지),,,26163.0,,26579.0,34097.0,22282.6666666666,2022,중순,2022-02-11,사과-후지,사과,2,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,46.158389261744844,0.34494888944977276,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202중순,,사과(후지),,,26163.0,,26579.0,34097.0,22282.6666666666,2022,중순,2022-02-11,사과-후지,사과,2,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,46.158389261744844,0.34494888944977276,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202중순,,사과(후지),,,26163.0,,26579.0,34097.0,22282.6666666666,2022,중순,2022-02-11,사과-후지,사과,2,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,46.158389261744844,0.34494888944977276,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202중순,,사과(후지),,,26163.0,,26579.0,34097.0,22282.6666666666,2022,중순,2022-02-11,사과-후지,사과,2,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,46.158389261744844,0.34494888944977276,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202중순,,사과(후지),,,26163.0,,26579.0,34097.0,22282.6666666666,2022,중순,2022-02-11,사과-후지,사과,2,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,46.158389261744844,0.34494888944977276,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202중순,,사과(후지),,,26163.0,,26579.0,34097.0,22282.6666666666,2022,중순,2022-02-11,사과-후지,사과,2,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,46.158389261744844,0.34494888944977276,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202중순,,사과(후지),,,26163.0,,26579.0,34097.0,22282.6666666666,2022,중순,2022-02-11,사과-후지,사과,2,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,46.158389261744844,0.34494888944977276,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202중순,,사과(후지),,,26163.0,,26579.0,34097.0,22282.6666666666,2022,중순,2022-02-11,사과-후지,사과,2,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,46.158389261744844,0.34494888944977276,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202중순,,사과(후지),,,26163.0,,26579.0,34097.0,22282.6666666666,2022,중순,2022-02-11,사과-후지,사과,2,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,46.158389261744844,0.34494888944977276,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202중순,,사과(후지),,,26163.0,,26579.0,34097.0,22282.6666666666,2022,중순,2022-02-11,사과-후지,사과,2,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,46.158389261744844,0.34494888944977276,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202중순,,사과(후지),,,26163.0,,26579.0,34097.0,22282.6666666666,2022,중순,2022-02-11,사과-후지,사과,2,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,46.158389261744844,0.34494888944977276,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202중순,,사과(후지),,,26163.0,,26579.0,34097.0,22282.6666666666,2022,중순,2022-02-11,사과-후지,사과,2,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,46.158389261744844,0.34494888944977276,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202중순,,사과(후지),,,26163.0,,26579.0,34097.0,22282.6666666666,2022,중순,2022-02-11,사과-후지,사과,2,11,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,46.158389261744844,0.34494888944977276,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202하순,,사과(후지),,,26867.0,,27189.0,33901.0,21953.0,2022,하순,2022-02-21,사과-후지,사과,2,21,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,33.85771812080525,0.32354595743350933,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202하순,,사과(후지),,,26867.0,,27189.0,33901.0,21953.0,2022,하순,2022-02-21,사과-후지,사과,2,21,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,33.85771812080525,0.32354595743350933,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202하순,,사과(후지),,,26867.0,,27189.0,33901.0,21953.0,2022,하순,2022-02-21,사과-후지,사과,2,21,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,33.85771812080525,0.32354595743350933,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202하순,,사과(후지),,,26867.0,,27189.0,33901.0,21953.0,2022,하순,2022-02-21,사과-후지,사과,2,21,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,33.85771812080525,0.32354595743350933,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202하순,,사과(후지),,,26867.0,,27189.0,33901.0,21953.0,2022,하순,2022-02-21,사과-후지,사과,2,21,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,33.85771812080525,0.32354595743350933,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202하순,,사과(후지),,,26867.0,,27189.0,33901.0,21953.0,2022,하순,2022-02-21,사과-후지,사과,2,21,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,33.85771812080525,0.32354595743350933,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202하순,,사과(후지),,,26867.0,,27189.0,33901.0,21953.0,2022,하순,2022-02-21,사과-후지,사과,2,21,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,33.85771812080525,0.32354595743350933,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202하순,,사과(후지),,,26867.0,,27189.0,33901.0,21953.0,2022,하순,2022-02-21,사과-후지,사과,2,21,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,33.85771812080525,0.32354595743350933,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202하순,,사과(후지),,,26867.0,,27189.0,33901.0,21953.0,2022,하순,2022-02-21,사과-후지,사과,2,21,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,33.85771812080525,0.32354595743350933,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202하순,,사과(후지),,,26867.0,,27189.0,33901.0,21953.0,2022,하순,2022-02-21,사과-후지,사과,2,21,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,33.85771812080525,0.32354595743350933,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
202202하순,,사과(후지),,,26867.0,,27189.0,33901.0,21953.0,2022,하순,2022-02-21,사과-후지,사과,2,21,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,33.85771812080525,0.32354595743350933,,,,,,,,,,,411.0,5.0,후지,상품,개,10.0
