YYYYMMSOON,가락시장 품목코드(5자리),품목(품종)명,거래단위,등급(특 5% 상 35% 중 40% 하 20%),평균가격(원),전순 평균가격(원) PreVious SOON,전달 평균가격(원) PreVious MMonth,전년 평균가격(원) PreVious YeaR,평년 평균가격(원) Common Year SOON,year,soon,date,품목-품종,품목명_x,month,original_day,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,day_1,day_11,day_21,주산지,지역 이름,순 강수량,순 평균기온,주산지 순 강수량,주산지 순 평균기온,단수,총반입량(kg),년도,품목명_y,생산량(톤),반입량_생산량비
202205중순,21100,배추,10키로망대,상,8768.22222222222,9817.875,10429.4444444444,4590.88888888888,4222.50462962962,2022,중순,2022-05-11,배추,배추,5,11,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,,,81.02416107382537,0.41977852581243896,28.88322147651003,0.4361593043763586,720.1329534662868,16857611.3,2022,배추,2199070,0.007665791129886725
202205하순,21100,배추,10키로망대,상,7693.66666666666,8768.22222222222,10479.7777777777,5712.77777777777,4409.22592592592,2022,하순,2022-05-21,배추,배추,5,21,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,,,80.60536912751665,0.4636960981121312,28.88859060402681,0.47938340522709966,720.1329534662868,15954100.59999999,2022,배추,2199070,0.00725493076618752
202206상순,21100,배추,10키로망대,상,8901.55555555555,7693.66666666666,9817.875,6225.66666666666,4941.38888888888,2022,상순,2022-06-01,배추,배추,6,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,,,94.81476510067102,0.49293924466338246,33.13691275167781,0.5073035349108969,720.1329534662868,17735817.06,2022,배추,2199070,0.008065144383762227
202206중순,21100,배추,10키로망대,상,8013.0,8901.55555555555,8768.22222222222,5418.375,5083.38425925925,2022,중순,2022-06-11,배추,배추,6,11,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,,,100.79328859060388,0.5307616155548881,34.69127516778519,0.5421847246891651,720.1329534662868,16131371.7,2022,배추,2199070,0.007335542615742109
202206하순,21100,배추,10키로망대,상,9065.0,8013.0,7693.66666666666,5138.0,5316.54166666666,2022,하순,2022-06-21,배추,배추,6,21,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,,,192.40805369127497,0.5940208065208065,56.67248322147646,0.6011752786220871,720.1329534662868,19681701.84,2022,배추,2199070,0.008950011523052926
202207상순,21100,배추,10키로망대,상,9905.125,9065.0,8901.55555555555,4671.66666666666,5225.12037037036,2022,상순,2022-07-01,배추,배추,7,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,,,200.34496644295285,0.644832792572842,58.7624161073825,0.6494879014159219,720.1329534662868,15932901.78,2022,배추,2199070,0.007245290863865179
202207중순,21100,배추,10키로망대,상,14769.1111111111,9905.125,8013.0,4782.25,7461.22222222222,2022,중순,2022-07-11,배추,배추,7,11,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,,,253.9087248322146,0.6901153597164295,73.62416107382545,0.688640083023989,720.1329534662868,19427571.46,2022,배추,2199070,0.008834448862473683
202207하순,21100,배추,10키로망대,상,17330.1111111111,14769.1111111111,9065.0,6819.3,10031.8111111111,2022,하순,2022-07-21,배추,배추,7,21,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,,263.71946308724813,0.7218539880819604,74.54765100671136,0.7184221146085552,720.1329534662868,15659708.8,2022,배추,2199070,0.007121059720700114
202208상순,21100,배추,10키로망대,상,14042.4444444444,17330.1111111111,9905.125,10284.2857142857,10936.2619047619,2022,상순,2022-08-01,배추,배추,8,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,,318.62013422818774,0.7595871132456498,82.93422818791942,0.7561309013751173,720.1329534662868,17801443.2,2022,배추,2199070,0.008094987062712874
202208중순,21100,배추,10키로망대,상,13403.1111111111,14042.4444444444,14769.1111111111,8024.77777777777,12989.8842592592,2022,중순,2022-08-11,배추,배추,8,11,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,,,385.48993288590583,0.7858957300108866,100.6120805369127,0.7806810585505878,720.1329534662868,21341913.8,2022,배추,2199070,0.0097049724656332
202208하순,21100,배추,10키로망대,상,16495.6666666666,13403.1111111111,17330.1111111111,9006.77777777777,13887.6259259259,2022,하순,2022-08-21,배추,배추,8,21,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,,,405.52751677852325,0.7993958402444785,105.92214765100665,0.7934156378600823,720.1329534662868,27541792.84,2022,배추,2199070,0.012524291104876153
202209상순,21100,배추,10키로망대,상,21026.625,16495.6666666666,14042.4444444444,11554.3333333333,13252.6111111111,2022,상순,2022-09-01,배추,배추,9,1,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,,,443.27919463087227,0.8122025712053411,107.77718120805363,0.8100097181729835,720.1329534662868,26520999.14,2022,배추,2199070,0.01206009774131792
202209중순,21100,배추,10키로망대,상,27456.1428571428,21026.625,13403.1111111111,13765.2857142857,13760.7089947089,2022,중순,2022-09-11,배추,배추,9,11,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,,,448.9355704697984,0.82330722574625,109.53154362416102,0.8209109730848861,720.1329534662868,14551844.32,2022,배추,2199070,0.00661727199225127
202209하순,21100,배추,10키로망대,상,21651.0,27456.1428571428,16495.6666666666,9141.5,13399.1898148148,2022,하순,2022-09-21,배추,배추,9,21,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,,,448.4201342281877,0.8235561888928472,109.38120805369121,0.8235483222824993,720.1329534662868,22401668.84,2022,배추,2199070,0.010186883018730645
202210상순,21100,배추,10키로망대,상,17092.5,21651.0,21026.625,6351.25,12434.2907407407,2022,상순,2022-10-01,배추,배추,10,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,,,482.904697986577,0.8160899384303639,115.57852348993282,0.818625678119349,720.1329534662868,20903621.03999999,2022,배추,2199070,0.009505664230788465
202210중순,21100,배추,10키로망대,상,9403.77777777777,17092.5,27456.1428571428,4705.66666666666,6119.46759259259,2022,중순,2022-10-11,배추,배추,10,11,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,,,468.3798657718119,0.802213239299332,111.27785234899324,0.808361391694725,720.1329534662868,26178674.2,2022,배추,2199070,0.0119044296907329
202210하순,21100,배추,10키로망대,상,7601.11111111111,9403.77777777777,21651.0,6465.66666666666,5988.58518518518,2022,하순,2022-10-21,배추,배추,10,21,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,,,463.8255033557045,0.789579406332705,109.79597315436237,0.7970979637646304,720.1329534662868,26723848.399999987,2022,배추,2199070,0.012152340944126375
202211상순,21100,배추,10키로망대,상,5895.22222222222,7601.11111111111,17092.5,9495.0,6532.05092592592,2022,상순,2022-11-01,배추,배추,11,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,,,371.7409395973153,0.7624092221323183,87.73422818791943,0.7712706946577914,720.1329534662868,35925928.0,2022,배추,2199070,0.016336873314628457
202211중순,21100,배추,10키로망대,상,5806.25,5895.22222222222,9403.77777777777,10626.8888888888,6978.47222222222,2022,중순,2022-11-11,배추,배추,11,11,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,,,373.5087248322146,0.7361729826488476,88.07382550335566,0.7449383037886688,720.1329534662868,48523969.82,2022,배추,2199070,0.02206567768192918
202211하순,21100,배추,10키로망대,상,5000.77777777777,5806.25,7601.11111111111,9273.25,6712.72685185185,2022,하순,2022-11-21,배추,배추,11,21,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,,,346.0926174496642,0.6899629488420291,79.03624161073822,0.698721184586909,720.1329534662868,50752734.7,2022,배추,2199070,0.023079181062903867
202212상순,21100,배추,10키로망대,상,4451.88888888888,5000.77777777777,5895.22222222222,8281.77777777777,5946.13425925925,2022,상순,2022-12-01,배추,배추,12,1,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,,315.22013422818776,0.6362520111779151,72.44966442953016,0.6459627329192547,720.1329534662868,34723729.4,2022,배추,2199070,0.015790188306875178
202212중순,21100,배추,10키로망대,상,4487.875,4451.88888888888,5806.25,7667.375,5667.57407407407,2022,중순,2022-12-11,배추,배추,12,11,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,,,247.46040268456358,0.5517783335069987,57.91677852348989,0.5654149228971082,720.1329534662868,17215269.09999999,2022,배추,2199070,0.007828431609725925
202212하순,21100,배추,10키로망대,상,4715.9,4487.875,5000.77777777777,7763.2,5476.44444444444,2022,하순,2022-12-21,배추,배추,12,21,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,,,183.6872483221475,0.5037940962785565,41.21208053691271,0.5167998120300751,720.1329534662868,14641102.14,2022,배추,2199070,0.006657860886647537
