시점,품목명,품종명,거래단위,등급,평년 평균가격(원),평균가격(원)
202111중순,양파,양파,10키로,중,10194.25,10194.25
202111하순,양파,양파,10키로,중,8939.0,8939.0
202112상순,양파,양파,10키로,중,8829.5,8829.5
202112중순,양파,양파,10키로,중,8811.4,8811.4
202112하순,양파,양파,10키로,중,7915.33333333333,7915.33333333333
201801상순,양파,양파,10키로,특,0.0,0.0
201801중순,양파,양파,10키로,특,0.0,0.0
201801하순,양파,양파,10키로,특,0.0,0.0
201802상순,양파,양파,10키로,특,0.0,0.0
201802중순,양파,양파,10키로,특,0.0,0.0
201802하순,양파,양파,10키로,특,0.0,0.0
201803상순,양파,양파,10키로,특,0.0,0.0
201803중순,양파,양파,10키로,특,0.0,0.0
201803하순,양파,양파,10키로,특,0.0,0.0
201804상순,양파,양파,10키로,특,0.0,0.0
201804중순,양파,양파,10키로,특,0.0,0.0
201804하순,양파,양파,10키로,특,0.0,0.0
201805상순,양파,양파,10키로,특,0.0,0.0
201805중순,양파,양파,10키로,특,0.0,0.0
201805하순,양파,양파,10키로,특,0.0,0.0
201806상순,양파,양파,10키로,특,0.0,0.0
201806중순,양파,양파,10키로,특,7200.0,7200.0
201806하순,양파,양파,10키로,특,6337.5,6337.5
201807상순,양파,양파,10키로,특,0.0,0.0
201807중순,양파,양파,10키로,특,0.0,0.0
201807하순,양파,양파,10키로,특,0.0,0.0
201808상순,양파,양파,10키로,특,0.0,0.0
201808중순,양파,양파,10키로,특,0.0,0.0
201808하순,양파,양파,10키로,특,0.0,0.0
201809상순,양파,양파,10키로,특,0.0,0.0
201809중순,양파,양파,10키로,특,0.0,0.0
201809하순,양파,양파,10키로,특,0.0,0.0
201810상순,양파,양파,10키로,특,0.0,0.0
201810중순,양파,양파,10키로,특,0.0,0.0
201810하순,양파,양파,10키로,특,0.0,0.0
201811상순,양파,양파,10키로,특,0.0,0.0
201811중순,양파,양파,10키로,특,0.0,0.0
201811하순,양파,양파,10키로,특,0.00015321952447494428,0.00015321952447494428
201812상순,양파,양파,10키로,특,0.0061575985936475185,0.0061575985936475185
201812중순,양파,양파,10키로,특,0.12268940915179435,0.12268940915179435
201812하순,양파,양파,10키로,특,0.7414493248052121,0.7414493248052121
201901상순,양파,양파,10키로,특,2.258014862639594,2.258014862639594
201901중순,양파,양파,10키로,특,4.941498890537886,4.941498890537886
201901하순,양파,양파,10키로,특,8.98193321682571,8.98193321682571
201902상순,양파,양파,10키로,특,14.497833758936798,14.497833758936798
201902중순,양파,양파,10키로,특,21.47090961136431,21.47090961136431
201902하순,양파,양파,10키로,특,29.72856125241026,29.72856125241026
201903상순,양파,양파,10키로,특,38.884954567056084,38.884954567056084
201903중순,양파,양파,10키로,특,48.42294790335836,48.42294790335836
201903하순,양파,양파,10키로,특,57.62573086710616,57.62573086710616
201904상순,양파,양파,10키로,특,65.64261155424192,65.64261155424192
201904중순,양파,양파,10키로,특,71.71510039143432,71.71510039143432
201904하순,양파,양파,10키로,특,75.43108658815433,75.43108658815433
201905상순,양파,양파,10키로,특,76.84914515892046,76.84914515892046
201905중순,양파,양파,10키로,특,76.42040972553494,76.42040972553494
201905하순,양파,양파,10키로,특,74.7846732873881,74.7846732873881
201906상순,양파,양파,10키로,특,72.57547132233788,72.57547132233788
201906중순,양파,양파,10키로,특,5146.5,5146.5
201906하순,양파,양파,10키로,특,4957.71428571428,4957.71428571428
201907상순,양파,양파,10키로,특,4080.11111111111,4080.11111111111
201907중순,양파,양파,10키로,특,4685.55555555555,4685.55555555555
201907하순,양파,양파,10키로,특,5099.55555555555,5099.55555555555
201908상순,양파,양파,10키로,특,6050.0,6050.0
201908중순,양파,양파,10키로,특,68.70279159392909,68.70279159392909
201908하순,양파,양파,10키로,특,69.80722568989265,69.80722568989265
201909상순,양파,양파,10키로,특,5133.33333333333,5133.33333333333
201909중순,양파,양파,10키로,특,71.08745289062726,71.08745289062726
201909하순,양파,양파,10키로,특,5072.5,5072.5
201910상순,양파,양파,10키로,특,68.17970666993696,68.17970666993696
201910중순,양파,양파,10키로,특,63.718518531780916,63.718518531780916
201910하순,양파,양파,10키로,특,56.59530931398446,56.59530931398446
201911상순,양파,양파,10키로,특,46.79903378052825,46.79903378052825
201911중순,양파,양파,10키로,특,35.04272342530475,35.04272342530475
201911하순,양파,양파,10키로,특,24.08559235852807,24.08559235852807
201912상순,양파,양파,10키로,특,25.70484629853347,25.70484629853347
201912중순,양파,양파,10키로,특,67.89154535314248,67.89154535314248
201912하순,양파,양파,10키로,특,192.61211718332171,192.61211718332171
202001상순,양파,양파,10키로,특,436.2519902267146,436.2519902267146
202001중순,양파,양파,10키로,특,9972.0,9972.0
202001하순,양파,양파,10키로,특,10711.0,10711.0
202002상순,양파,양파,10키로,특,1789.9721075379507,1789.9721075379507
202002중순,양파,양파,10키로,특,2322.3757511526633,2322.3757511526633
202002하순,양파,양파,10키로,특,2847.148830221728,2847.148830221728
202003상순,양파,양파,10키로,특,3358.879900396699,3358.879900396699
202003중순,양파,양파,10키로,특,3859.8134584280942,3859.8134584280942
202003하순,양파,양파,10키로,특,4351.4243617970105,4351.4243617970105
202004상순,양파,양파,10키로,특,4832.835514398836,4832.835514398836
202004중순,양파,양파,10키로,특,5305.0702275367885,5305.0702275367885
202004하순,양파,양파,10키로,특,5770.794145663171,5770.794145663171
202005상순,양파,양파,10키로,특,6237.100065563676,6237.100065563676
202005중순,양파,양파,10키로,특,6711.201731462593,6711.201731462593
202005하순,양파,양파,10키로,특,7200.614862180275,7200.614862180275
202006상순,양파,양파,10키로,특,7713.969471565038,7713.969471565038
202006중순,양파,양파,10키로,특,9715.0,9715.0
202006하순,양파,양파,10키로,특,9786.75,9786.75
202007상순,양파,양파,10키로,특,8867.22222222222,8867.22222222222
202007중순,양파,양파,10키로,특,10681.375,10681.375
202007하순,양파,양파,10키로,특,10545.8888888888,10545.8888888888
202008상순,양파,양파,10키로,특,12059.1428571428,12059.1428571428
202008중순,양파,양파,10키로,특,13175.7142857142,13175.7142857142
202008하순,양파,양파,10키로,특,13071.5,13071.5
202009상순,양파,양파,10키로,특,15433.0,15433.0
202009중순,양파,양파,10키로,특,15103.4285714285,15103.4285714285
202009하순,양파,양파,10키로,특,15072.3333333333,15072.3333333333
202010상순,양파,양파,10키로,특,15200.0,15200.0
202010중순,양파,양파,10키로,특,14037.5,14037.5
202010하순,양파,양파,10키로,특,14506.3333333333,14506.3333333333
202011상순,양파,양파,10키로,특,15934.25,15934.25
202011중순,양파,양파,10키로,특,16363.6666666666,16363.6666666666
202011하순,양파,양파,10키로,특,17042.2857142857,17042.2857142857
202012상순,양파,양파,10키로,특,17031.3333333333,17031.3333333333
202012중순,양파,양파,10키로,특,16929.0,16929.0
202012하순,양파,양파,10키로,특,18295.5,18295.5
202101상순,양파,양파,10키로,특,18550.0,18550.0
202101중순,양파,양파,10키로,특,23165.0,23165.0
202101하순,양파,양파,10키로,특,22361.75,22361.75
202102상순,양파,양파,10키로,특,23540.0,23540.0
202102중순,양파,양파,10키로,특,13721.625967969943,13721.625967969943
202102하순,양파,양파,10키로,특,26400.0,26400.0
202103상순,양파,양파,10키로,특,21300.0,21300.0
202103중순,양파,양파,10키로,특,13052.909655295634,13052.909655295634
202103하순,양파,양파,10키로,특,12890.287807587827,12890.287807587827
202104상순,양파,양파,10키로,특,12727.588391529804,12727.588391529804
202104중순,양파,양파,10키로,특,12550.605998403169,12550.605998403169
202104하순,양파,양파,10키로,특,12342.272493692619,12342.272493692619
202105상순,양파,양파,10키로,특,12077.763734417797,12077.763734417797
202105중순,양파,양파,10키로,특,11720.008547826466,11720.008547826466
202105하순,양파,양파,10키로,특,11225.229018094877,11225.229018094877
202106상순,양파,양파,10키로,특,10919.855148115494,10919.855148115494
202106중순,양파,양파,10키로,특,8524.5,8524.5
202106하순,양파,양파,10키로,특,8731.44444444444,8731.44444444444
202107상순,양파,양파,10키로,특,8258.85714285714,8258.85714285714
202107중순,양파,양파,10키로,특,7688.375,7688.375
202107하순,양파,양파,10키로,특,9011.16666666666,9011.16666666666
202108상순,양파,양파,10키로,특,10123.8571428571,10123.8571428571
202108중순,양파,양파,10키로,특,9640.0,9640.0
202108하순,양파,양파,10키로,특,9850.0,9850.0
202109상순,양파,양파,10키로,특,11682.3333333333,11682.3333333333
202109중순,양파,양파,10키로,특,10378.1666666666,10378.1666666666
202109하순,양파,양파,10키로,특,8900.0,8900.0
202110상순,양파,양파,10키로,특,9679.5,9679.5
202110중순,양파,양파,10키로,특,10158.016569409081,10158.016569409081
202110하순,양파,양파,10키로,특,11612.5,11612.5
202111상순,양파,양파,10키로,특,10545.75,10545.75
202111중순,양파,양파,10키로,특,11175.0,11175.0
202111하순,양파,양파,10키로,특,11298.6666666666,11298.6666666666
202112상순,양파,양파,10키로,특,11500.0,11500.0
202112중순,양파,양파,10키로,특,10106.8,10106.8
202112하순,양파,양파,10키로,특,9124.66666666666,9124.66666666666
201801상순,양파,양파,10키로,하,27.98217092313936,27.98217092313936
201801중순,양파,양파,10키로,하,32.229076463510864,32.229076463510864
201801하순,양파,양파,10키로,하,36.260996875825626,36.260996875825626
201802상순,양파,양파,10키로,하,40.06206812792111,40.06206812792111
201802중순,양파,양파,10키로,하,43.61785684207275,43.61785684207275
201802하순,양파,양파,10키로,하,46.9159834129928,46.9159834129928
201803상순,양파,양파,10키로,하,49.9467813668032,49.9467813668032
201803중순,양파,양파,10키로,하,52.7040081100823,52.7040081100823
201803하순,양파,양파,10키로,하,55.18563662060284,55.18563662060284
201804상순,양파,양파,10키로,하,57.394782069202776,57.394782069202776
201804중순,양파,양파,10키로,하,59.340857221811774,59.340857221811774
201804하순,양파,양파,10키로,하,61.04111452083207,61.04111452083207
201805상순,양파,양파,10키로,하,62.52283573938332,62.52283573938332
201805중순,양파,양파,10키로,하,63.82659717119836,63.82659717119836
201805하순,양파,양파,10키로,하,65.01131079442426,65.01131079442426
201806상순,양파,양파,10키로,하,66.16217746987459,66.16217746987459
201806중순,양파,양파,10키로,하,2463.0,2463.0
201806하순,양파,양파,10키로,하,2622.25,2622.25
201807상순,양파,양파,10키로,하,70.82211749465222,70.82211749465222
201807중순,양파,양파,10키로,하,73.26416417571218,73.26416417571218
201807하순,양파,양파,10키로,하,76.18239336900395,76.18239336900395
201808상순,양파,양파,10키로,하,79.11425407628423,79.11425407628423
201808중순,양파,양파,10키로,하,77.65837166941192,77.65837166941192
201808하순,양파,양파,10키로,하,75.40238798991507,75.40238798991507
201809상순,양파,양파,10키로,하,72.19677524502086,72.19677524502086
201809중순,양파,양파,10키로,하,67.93030503021052,67.93030503021052
201809하순,양파,양파,10키로,하,62.554343129723065,62.554343129723065
201810상순,양파,양파,10키로,하,56.109237256554415,56.109237256554415
201810중순,양파,양파,10키로,하,48.74664254427863,48.74664254427863
201810하순,양파,양파,10키로,하,40.73933115765304,40.73933115765304
201811상순,양파,양파,10키로,하,32.47031523134444,32.47031523134444
201811중순,양파,양파,10키로,하,24.397403529342746,24.397403529342746
201811하순,양파,양파,10키로,하,17.10630362107177,17.10630362107177
201812상순,양파,양파,10키로,하,11.550293087501135,11.550293087501135
201812중순,양파,양파,10키로,하,8.828288131426843,8.828288131426843
201812하순,양파,양파,10키로,하,10.196762785630346,10.196762785630346
201901상순,양파,양파,10키로,하,16.71736128282868,16.71736128282868
201901중순,양파,양파,10키로,하,29.00227522157664,29.00227522157664
201901하순,양파,양파,10키로,하,47.17647794024872,47.17647794024872
201902상순,양파,양파,10키로,하,71.0682555908894,71.0682555908894
201902중순,양파,양파,10키로,하,100.21521780796654,100.21521780796654
201902하순,양파,양파,10키로,하,133.74684990012364,133.74684990012364
201903상순,양파,양파,10키로,하,170.3822178112129,170.3822178112129
201903중순,양파,양파,10키로,하,209.11373363912747,209.11373363912747
201903하순,양파,양파,10키로,하,248.21431284384366,248.21431284384366
201904상순,양파,양파,10키로,하,285.2592340782219,285.2592340782219
201904중순,양파,양파,10키로,하,317.7455010329472,317.7455010329472
201904하순,양파,양파,10키로,하,343.78242318169623,343.78242318169623
201905상순,양파,양파,10키로,하,362.5552214263883,362.5552214263883
201905중순,양파,양파,10키로,하,374.3836630973667,374.3836630973667
201905하순,양파,양파,10키로,하,380.4380243399201,380.4380243399201
201906상순,양파,양파,10키로,하,382.3248628944823,382.3248628944823
201906중순,양파,양파,10키로,하,3154.0,3154.0
201906하순,양파,양파,10키로,하,3600.85714285714,3600.85714285714
201907상순,양파,양파,10키로,하,2772.88888888888,2772.88888888888
201907중순,양파,양파,10키로,하,3284.33333333333,3284.33333333333
201907하순,양파,양파,10키로,하,3548.22222222222,3548.22222222222
201908상순,양파,양파,10키로,하,3770.0,3770.0
201908중순,양파,양파,10키로,하,387.50367347043795,387.50367347043795
201908하순,양파,양파,10키로,하,389.2321254753673,389.2321254753673
201909상순,양파,양파,10키로,하,4374.33333333333,4374.33333333333
201909중순,양파,양파,10키로,하,386.0680965754995,386.0680965754995
201909하순,양파,양파,10키로,하,2837.5,2837.5
201910상순,양파,양파,10키로,하,365.6179314996264,365.6179314996264
201910중순,양파,양파,10키로,하,345.0352274980033,345.0352274980033
201910하순,양파,양파,10키로,하,315.8456184959008,315.8456184959008
201911상순,양파,양파,10키로,하,278.04438173189527,278.04438173189527
201911중순,양파,양파,10키로,하,233.27228284503573,233.27228284503573
201911하순,양파,양파,10키로,하,186.02159312815,186.02159312815
201912상순,양파,양파,10키로,하,148.03283231147998,148.03283231147998
201912중순,양파,양파,10키로,하,139.14270622206988,139.14270622206988
201912하순,양파,양파,10키로,하,182.87414630631318,182.87414630631318
202001상순,양파,양파,10키로,하,297.7335917024037,297.7335917024037
202001중순,양파,양파,10키로,하,8410.0,8410.0
202001하순,양파,양파,10키로,하,8786.0,8786.0
202002상순,양파,양파,10키로,하,1036.700483109605,1036.700483109605
202002중순,양파,양파,10키로,하,1361.6790430475328,1361.6790430475328
202002하순,양파,양파,10키로,하,1702.9302739019845,1702.9302739019845
202003상순,양파,양파,10키로,하,2052.0739295372296,2052.0739295372296
202003중순,양파,양파,10키로,하,2403.8657259098063,2403.8657259098063
202003하순,양파,양파,10키로,하,2755.4338788441664,2755.4338788441664
202004상순,양파,양파,10키로,하,3106.4074447970224,3106.4074447970224
202004중순,양파,양파,10키로,하,3459.047395139654,3459.047395139654
202004하순,양파,양파,10키로,하,3815.609452905884,3815.609452905884
202005상순,양파,양파,10키로,하,4179.018231452001,4179.018231452001
202005중순,양파,양파,10키로,하,4552.188316825053,4552.188316825053
202005하순,양파,양파,10키로,하,4938.049322534479,4938.049322534479
202006상순,양파,양파,10키로,하,5340.056731429227,5340.056731429227
202006중순,양파,양파,10키로,하,6207.0,6207.0
202006하순,양파,양파,10키로,하,6514.0,6514.0
202007상순,양파,양파,10키로,하,6107.44444444444,6107.44444444444
202007중순,양파,양파,10키로,하,6975.375,6975.375
202007하순,양파,양파,10키로,하,8088.33333333333,8088.33333333333
202008상순,양파,양파,10키로,하,10160.4285714285,10160.4285714285
202008중순,양파,양파,10키로,하,10051.1428571428,10051.1428571428
202008하순,양파,양파,10키로,하,9462.0,9462.0
202009상순,양파,양파,10키로,하,10017.375,10017.375
202009중순,양파,양파,10키로,하,10254.2857142857,10254.2857142857
202009하순,양파,양파,10키로,하,10503.0,10503.0
202010상순,양파,양파,10키로,하,12265.0,12265.0
202010중순,양파,양파,10키로,하,12306.0,12306.0
202010하순,양파,양파,10키로,하,12133.3333333333,12133.3333333333
202011상순,양파,양파,10키로,하,12538.25,12538.25
202011중순,양파,양파,10키로,하,13359.8333333333,13359.8333333333
202011하순,양파,양파,10키로,하,12430.1428571428,12430.1428571428
202012상순,양파,양파,10키로,하,11238.6666666666,11238.6666666666
202012중순,양파,양파,10키로,하,11778.8333333333,11778.8333333333
202012하순,양파,양파,10키로,하,12937.5,12937.5
202101상순,양파,양파,10키로,하,16005.0,16005.0
202101중순,양파,양파,10키로,하,16726.0,16726.0
202101하순,양파,양파,10키로,하,15611.375,15611.375
202102상순,양파,양파,10키로,하,14643.5,14643.5
202102중순,양파,양파,10키로,하,10124.329346088614,10124.329346088614
202102하순,양파,양파,10키로,하,21807.5,21807.5
202103상순,양파,양파,10키로,하,18185.0,18185.0
202103중순,양파,양파,10키로,하,9747.881942936001,9747.881942936001
202103하순,양파,양파,10키로,하,9653.123518533816,9653.123518533816
202104상순,양파,양파,10키로,하,9542.765345126178,9542.765345126178
202104중순,양파,양파,10키로,하,9408.506753574371,9408.506753574371
202104하순,양파,양파,10키로,하,9243.336765473534,9243.336765473534
202105상순,양파,양파,10키로,하,9034.415656647521,9034.415656647521
202105중순,양파,양파,10키로,하,8757.371387269994,8757.371387269994
202105하순,양파,양파,10키로,하,8386.394188976848,8386.394188976848
202106상순,양파,양파,10키로,하,8244.273002204325,8244.273002204325
202106중순,양파,양파,10키로,하,6240.75,6240.75
202106하순,양파,양파,10키로,하,6004.33333333333,6004.33333333333
202107상순,양파,양파,10키로,하,5682.71428571428,5682.71428571428
202107중순,양파,양파,10키로,하,6303.0,6303.0
202107하순,양파,양파,10키로,하,6972.33333333333,6972.33333333333
202108상순,양파,양파,10키로,하,9088.71428571428,9088.71428571428
202108중순,양파,양파,10키로,하,8528.0,8528.0
202108하순,양파,양파,10키로,하,7343.66666666666,7343.66666666666
202109상순,양파,양파,10키로,하,10026.3333333333,10026.3333333333
202109중순,양파,양파,10키로,하,9087.0,9087.0
202109하순,양파,양파,10키로,하,8543.0,8543.0
202110상순,양파,양파,10키로,하,7419.5,7419.5
202110중순,양파,양파,10키로,하,8074.893799149271,8074.893799149271
202110하순,양파,양파,10키로,하,9847.25,9847.25
202111상순,양파,양파,10키로,하,8668.75,8668.75
202111중순,양파,양파,10키로,하,9064.0,9064.0
202111하순,양파,양파,10키로,하,8301.83333333333,8301.83333333333
202112상순,양파,양파,10키로,하,7136.0,7136.0
202112중순,양파,양파,10키로,하,7954.8,7954.8
202112하순,양파,양파,10키로,하,7671.5,7671.5
201801상순,양파,양파,12키로,상,12518.5714285714,12518.5714285714
201801중순,양파,양파,12키로,상,12001.6666666666,12001.6666666666
201801하순,양파,양파,12키로,상,12112.5555555555,12112.5555555555
201802상순,양파,양파,12키로,상,12010.6666666666,12010.6666666666
201802중순,양파,양파,12키로,상,12482.5,12482.5
201802하순,양파,양파,12키로,상,9704.28571428571,9704.28571428571
201803상순,양파,양파,12키로,상,8238.77777777777,8238.77777777777
201803중순,양파,양파,12키로,상,7408.375,7408.375
201803하순,양파,양파,12키로,상,7097.0,7097.0
201804상순,양파,양파,12키로,상,6771.375,6771.375
201804중순,양파,양파,12키로,상,9585.22222222222,9585.22222222222
201804하순,양파,양파,12키로,상,11353.25,11353.25
201805상순,양파,양파,12키로,상,10393.2222222222,10393.2222222222
201805중순,양파,양파,12키로,상,6770.0,6770.0
201805하순,양파,양파,12키로,상,6395.1,6395.1
201806상순,양파,양파,12키로,상,6655.375,6655.375
201806중순,양파,양파,12키로,상,7671.11111111111,7671.11111111111
201806하순,양파,양파,12키로,상,6883.0,6883.0
201807상순,양파,양파,12키로,상,6390.0,6390.0
201807중순,양파,양파,12키로,상,6745.11111111111,6745.11111111111
201807하순,양파,양파,12키로,상,6289.22222222222,6289.22222222222
201808상순,양파,양파,12키로,상,8650.125,8650.125
201808중순,양파,양파,12키로,상,7795.5,7795.5
201808하순,양파,양파,12키로,상,7177.7,7177.7
201809상순,양파,양파,12키로,상,7974.875,7974.875
201809중순,양파,양파,12키로,상,7396.33333333333,7396.33333333333
201809하순,양파,양파,12키로,상,7030.4,7030.4
201810상순,양파,양파,12키로,상,6628.55555555555,6628.55555555555
201810중순,양파,양파,12키로,상,6493.33333333333,6493.33333333333
201810하순,양파,양파,12키로,상,6432.0,6432.0
201811상순,양파,양파,12키로,상,7132.55555555555,7132.55555555555
201811중순,양파,양파,12키로,상,6863.125,6863.125
201811하순,양파,양파,12키로,상,6809.11111111111,6809.11111111111
201812상순,양파,양파,12키로,상,6297.625,6297.625
201812중순,양파,양파,12키로,상,5644.11111111111,5644.11111111111
201812하순,양파,양파,12키로,상,5569.88888888888,5569.88888888888
201901상순,양파,양파,12키로,상,7011.85714285714,7011.85714285714
201901중순,양파,양파,12키로,상,5271.875,5271.875
201901하순,양파,양파,12키로,상,5663.1,5663.1
201902상순,양파,양파,12키로,상,5933.2,5933.2
201902중순,양파,양파,12키로,상,5912.22222222222,5912.22222222222
201902하순,양파,양파,12키로,상,5768.0,5768.0
201903상순,양파,양파,12키로,상,6731.0,6731.0
201903중순,양파,양파,12키로,상,7123.22222222222,7123.22222222222
201903하순,양파,양파,12키로,상,8206.88888888888,8206.88888888888
201904상순,양파,양파,12키로,상,11401.7777777777,11401.7777777777
201904중순,양파,양파,12키로,상,12630.2222222222,12630.2222222222
201904하순,양파,양파,12키로,상,9300.375,9300.375
201905상순,양파,양파,12키로,상,9716.55555555555,9716.55555555555
201905중순,양파,양파,12키로,상,6525.75,6525.75
201905하순,양파,양파,12키로,상,6836.0,6836.0
201906상순,양파,양파,12키로,상,5730.875,5730.875
201906중순,양파,양파,12키로,상,5094.77777777777,5094.77777777777
201906하순,양파,양파,12키로,상,5574.75,5574.75
201907상순,양파,양파,12키로,상,4835.22222222222,4835.22222222222
201907중순,양파,양파,12키로,상,4984.55555555555,4984.55555555555
201907하순,양파,양파,12키로,상,4858.44444444444,4858.44444444444
201908상순,양파,양파,12키로,상,6131.5,6131.5
201908중순,양파,양파,12키로,상,6148.25,6148.25
201908하순,양파,양파,12키로,상,5375.7,5375.7
201909상순,양파,양파,12키로,상,6072.875,6072.875
201909중순,양파,양파,12키로,상,6670.71428571428,6670.71428571428
201909하순,양파,양파,12키로,상,5510.375,5510.375
201910상순,양파,양파,12키로,상,4914.66666666666,4914.66666666666
201910중순,양파,양파,12키로,상,6110.75,6110.75
201910하순,양파,양파,12키로,상,6457.0,6457.0
201911상순,양파,양파,12키로,상,6287.0,6287.0
201911중순,양파,양파,12키로,상,7102.22222222222,7102.22222222222
201911하순,양파,양파,12키로,상,7868.33333333333,7868.33333333333
201912상순,양파,양파,12키로,상,8940.125,8940.125
201912중순,양파,양파,12키로,상,8909.33333333333,8909.33333333333
201912하순,양파,양파,12키로,상,9563.0,9563.0
202001상순,양파,양파,12키로,상,11718.4285714285,11718.4285714285
202001중순,양파,양파,12키로,상,11325.625,11325.625
202001하순,양파,양파,12키로,상,11881.25,11881.25
202002상순,양파,양파,12키로,상,11658.0,11658.0
202002중순,양파,양파,12키로,상,12503.0,12503.0
202002하순,양파,양파,12키로,상,19170.625,19170.625
202003상순,양파,양파,12키로,상,14758.75,14758.75
202003중순,양파,양파,12키로,상,14874.7777777777,14874.7777777777
202003하순,양파,양파,12키로,상,15635.4444444444,15635.4444444444
202004상순,양파,양파,12키로,상,14859.2222222222,14859.2222222222
202004중순,양파,양파,12키로,상,12921.5,12921.5
202004하순,양파,양파,12키로,상,12319.3333333333,12319.3333333333
202005상순,양파,양파,12키로,상,12195.875,12195.875
202005중순,양파,양파,12키로,상,14914.2222222222,14914.2222222222
202005하순,양파,양파,12키로,상,13009.2222222222,13009.2222222222
202006상순,양파,양파,12키로,상,8595.44444444444,8595.44444444444
202006중순,양파,양파,12키로,상,9472.55555555555,9472.55555555555
202006하순,양파,양파,12키로,상,9802.625,9802.625
202007상순,양파,양파,12키로,상,7938.55555555555,7938.55555555555
202007중순,양파,양파,12키로,상,10114.875,10114.875
202007하순,양파,양파,12키로,상,10984.5,10984.5
202008상순,양파,양파,12키로,상,11804.7142857142,11804.7142857142
202008중순,양파,양파,12키로,상,12924.7777777777,12924.7777777777
202008하순,양파,양파,12키로,상,13464.2222222222,13464.2222222222
202009상순,양파,양파,12키로,상,15599.0,15599.0
202009중순,양파,양파,12키로,상,14172.25,14172.25
202009하순,양파,양파,12키로,상,13921.4444444444,13921.4444444444
202010상순,양파,양파,12키로,상,15988.8333333333,15988.8333333333
202010중순,양파,양파,12키로,상,14654.25,14654.25
202010하순,양파,양파,12키로,상,15480.0,15480.0
202011상순,양파,양파,12키로,상,16465.875,16465.875
202011중순,양파,양파,12키로,상,16618.8888888888,16618.8888888888
202011하순,양파,양파,12키로,상,17398.0,17398.0
202012상순,양파,양파,12키로,상,17529.4444444444,17529.4444444444
202012중순,양파,양파,12키로,상,16930.375,16930.375
202012하순,양파,양파,12키로,상,19367.4,19367.4
202101상순,양파,양파,12키로,상,20423.1666666666,20423.1666666666
202101중순,양파,양파,12키로,상,22377.1111111111,22377.1111111111
202101하순,양파,양파,12키로,상,22414.1111111111,22414.1111111111
202102상순,양파,양파,12키로,상,22883.5555555555,22883.5555555555
202102중순,양파,양파,12키로,상,26092.8571428571,26092.8571428571
202102하순,양파,양파,12키로,상,26327.8333333333,26327.8333333333
202103상순,양파,양파,12키로,상,21639.1111111111,21639.1111111111
202103중순,양파,양파,12키로,상,27224.3333333333,27224.3333333333
202103하순,양파,양파,12키로,상,19479.5555555555,19479.5555555555
202104상순,양파,양파,12키로,상,15020.7777777777,15020.7777777777
202104중순,양파,양파,12키로,상,9897.0,9897.0
202104하순,양파,양파,12키로,상,8127.55555555555,8127.55555555555
202105상순,양파,양파,12키로,상,7760.875,7760.875
202105중순,양파,양파,12키로,상,6971.33333333333,6971.33333333333
202105하순,양파,양파,12키로,상,8066.55555555555,8066.55555555555
202106상순,양파,양파,12키로,상,7587.11111111111,7587.11111111111
202106중순,양파,양파,12키로,상,9165.0,9165.0
202106하순,양파,양파,12키로,상,8588.44444444444,8588.44444444444
202107상순,양파,양파,12키로,상,7915.55555555555,7915.55555555555
202107중순,양파,양파,12키로,상,8272.625,8272.625
202107하순,양파,양파,12키로,상,8610.9,8610.9
202108상순,양파,양파,12키로,상,11002.8571428571,11002.8571428571
202108중순,양파,양파,12키로,상,10018.1111111111,10018.1111111111
202108하순,양파,양파,12키로,상,10349.6666666666,10349.6666666666
202109상순,양파,양파,12키로,상,11986.6666666666,11986.6666666666
202109중순,양파,양파,12키로,상,10792.1428571428,10792.1428571428
202109하순,양파,양파,12키로,상,9669.5,9669.5
202110상순,양파,양파,12키로,상,10325.75,10325.75
202110중순,양파,양파,12키로,상,11190.4444444444,11190.4444444444
202110하순,양파,양파,12키로,상,11356.6666666666,11356.6666666666
202111상순,양파,양파,12키로,상,10648.7777777777,10648.7777777777
202111중순,양파,양파,12키로,상,11181.6666666666,11181.6666666666
202111하순,양파,양파,12키로,상,10768.625,10768.625
202112상순,양파,양파,12키로,상,10028.6666666666,10028.6666666666
202112중순,양파,양파,12키로,상,8301.375,8301.375
202112하순,양파,양파,12키로,상,8661.3,8661.3
201801상순,양파,양파,12키로,중,11254.5714285714,11254.5714285714
201801중순,양파,양파,12키로,중,10592.0,10592.0
201801하순,양파,양파,12키로,중,10315.5555555555,10315.5555555555
201802상순,양파,양파,12키로,중,10656.5555555555,10656.5555555555
201802중순,양파,양파,12키로,중,10699.3333333333,10699.3333333333
201802하순,양파,양파,12키로,중,7966.57142857142,7966.57142857142
201803상순,양파,양파,12키로,중,6480.88888888888,6480.88888888888
201803중순,양파,양파,12키로,중,5960.875,5960.875
201803하순,양파,양파,12키로,중,5039.8,5039.8
201804상순,양파,양파,12키로,중,3076.25,3076.25
201804중순,양파,양파,12키로,중,6758.55555555555,6758.55555555555
201804하순,양파,양파,12키로,중,9136.875,9136.875
201805상순,양파,양파,12키로,중,9192.0,9192.0
201805중순,양파,양파,12키로,중,6033.625,6033.625
201805하순,양파,양파,12키로,중,5510.6,5510.6
201806상순,양파,양파,12키로,중,4951.375,4951.375
201806중순,양파,양파,12키로,중,5418.77777777777,5418.77777777777
201806하순,양파,양파,12키로,중,4720.88888888888,4720.88888888888
201807상순,양파,양파,12키로,중,4179.875,4179.875
