시점,품목명,품종명,거래단위,등급,평년 평균가격(원),평균가격(원)
202106상순,배추,쌈배추,8키로상자,특,0.0,10441.3333333333
202106중순,배추,쌈배추,8키로상자,특,0.0,10715.875
202106하순,배추,쌈배추,8키로상자,특,0.0,13193.1111111111
202107상순,배추,쌈배추,8키로상자,특,0.0,12706.3333333333
202107중순,배추,쌈배추,8키로상자,특,0.0,11812.5
202107하순,배추,쌈배추,8키로상자,특,0.0,11600.0
202108상순,배추,쌈배추,8키로상자,특,0.0,17658.7142857142
202108중순,배추,쌈배추,8키로상자,특,0.0,16666.6666666666
202108하순,배추,쌈배추,8키로상자,특,0.0,19484.8888888888
202109상순,배추,쌈배추,8키로상자,특,0.0,15729.6666666666
202109중순,배추,쌈배추,8키로상자,특,0.0,20900.0
202109하순,배추,쌈배추,8키로상자,특,0.0,17151.5
202110상순,배추,쌈배추,8키로상자,특,0.0,9952.75
202110중순,배추,쌈배추,8키로상자,특,0.0,12111.1111111111
202110하순,배추,쌈배추,8키로상자,특,0.0,13863.5555555555
202111상순,배추,쌈배추,8키로상자,특,13467.9907407407,12658.3333333333
202111중순,배추,쌈배추,8키로상자,특,12341.0972222222,18629.7777777777
202111하순,배추,쌈배추,8키로상자,특,11682.4444444444,12083.375
202112상순,배추,쌈배추,8키로상자,특,11017.8703703703,12522.4444444444
202112중순,배추,쌈배추,8키로상자,특,12218.8518518518,13358.875
202112하순,배추,쌈배추,8키로상자,특,13053.7037037037,14426.6
201801상순,배추,알배기배추,8키로상자,하,5170.60119047619,4795.57142857142
201801중순,배추,알배기배추,8키로상자,하,5684.68518518518,4569.66666666666
201801하순,배추,알배기배추,8키로상자,하,6774.95555555555,5491.77777777777
201802상순,배추,알배기배추,8키로상자,하,7845.55092592592,10499.8888888888
201802중순,배추,알배기배추,8키로상자,하,6165.3869047619,4858.0
201802하순,배추,알배기배추,8키로상자,하,5791.03174603174,4199.57142857142
201803상순,배추,알배기배추,8키로상자,하,6406.52314814814,4336.88888888888
201803중순,배추,알배기배추,8키로상자,하,5777.58333333333,3774.75
201803하순,배추,알배기배추,8키로상자,하,9452.82962962962,5139.4
201804상순,배추,알배기배추,8키로상자,하,8481.16203703703,6469.25
201804중순,배추,알배기배추,8키로상자,하,6997.73611111111,10457.0
201804하순,배추,알배기배추,8키로상자,하,6179.5787037037,11111.875
201805상순,배추,알배기배추,8키로상자,하,6433.34259259259,7194.44444444444
201805중순,배추,알배기배추,8키로상자,하,5752.77777777777,4416.125
201805하순,배추,알배기배추,8키로상자,하,5631.95555555555,5033.1
201806상순,배추,알배기배추,8키로상자,하,5399.77314814814,3575.125
201806중순,배추,알배기배추,8키로상자,하,4478.93055555555,3679.55555555555
201806하순,배추,알배기배추,8키로상자,하,5180.36111111111,5319.11111111111
201807상순,배추,알배기배추,8키로상자,하,5073.88425925925,6056.875
201807중순,배추,알배기배추,8키로상자,하,5486.62037037037,6127.88888888888
201807하순,배추,알배기배추,8키로상자,하,6727.07407407407,9540.88888888888
201808상순,배추,알배기배추,8키로상자,하,7852.37566137566,7931.0
201808중순,배추,알배기배추,8키로상자,하,9689.04629629629,7572.375
201808하순,배추,알배기배추,8키로상자,하,10389.4481481481,9926.0
201809상순,배추,알배기배추,8키로상자,하,9926.18055555555,7431.875
201809중순,배추,알배기배추,8키로상자,하,7362.92592592592,7465.11111111111
201809하순,배추,알배기배추,8키로상자,하,5806.27843915344,6926.6
201810상순,배추,알배기배추,8키로상자,하,6282.05185185185,5911.66666666666
201810중순,배추,알배기배추,8키로상자,하,4793.33333333333,6628.66666666666
201810하순,배추,알배기배추,8키로상자,하,4657.04814814814,6123.11111111111
201811상순,배추,알배기배추,8키로상자,하,4359.58333333333,6276.55555555555
201811중순,배추,알배기배추,8키로상자,하,4117.42592592592,4692.375
201811하순,배추,알배기배추,8키로상자,하,4738.24537037037,5765.55555555555
201812상순,배추,알배기배추,8키로상자,하,5053.22685185185,5315.0
201812중순,배추,알배기배추,8키로상자,하,4431.44444444444,6293.11111111111
201812하순,배추,알배기배추,8키로상자,하,4014.7074074074,2600.66666666666
201901상순,배추,알배기배추,8키로상자,하,4024.31547619047,4297.85714285714
201901중순,배추,알배기배추,8키로상자,하,4445.12962962963,3501.25
201901하순,배추,알배기배추,8키로상자,하,6048.61481481481,3211.4
201902상순,배추,알배기배추,8키로상자,하,7845.55092592592,3226.2
201902중순,배추,알배기배추,8키로상자,하,5070.7619047619,4122.33333333333
201902하순,배추,알배기배추,8키로상자,하,4740.07936507936,4113.42857142857
201903상순,배추,알배기배추,8키로상자,하,5367.99537037037,3537.25
201903중순,배추,알배기배추,8키로상자,하,5108.39814814814,3822.0
201903하순,배추,알배기배추,8키로상자,하,7714.86296296296,4617.11111111111
201904상순,배추,알배기배추,8키로상자,하,7252.24537037036,6068.0
201904중순,배추,알배기배추,8키로상자,하,6997.7361111111,6064.77777777777
201904하순,배추,알배기배추,8키로상자,하,6179.5787037037,3158.5
201905상순,배추,알배기배추,8키로상자,하,6204.11574074074,4472.66666666666
201905중순,배추,알배기배추,8키로상자,하,5060.48611111111,2993.625
201905하순,배추,알배기배추,8키로상자,하,5439.58888888888,3720.5
201906상순,배추,알배기배추,8키로상자,하,4230.73148148148,6199.0
201906중순,배추,알배기배추,8키로상자,하,4141.63425925925,5819.22222222222
201906하순,배추,알배기배추,8키로상자,하,5262.56481481481,7871.875
201907상순,배추,알배기배추,8키로상자,하,5073.88425925925,6651.0
201907중순,배추,알배기배추,8키로상자,하,5831.04166666666,4886.11111111111
201907하순,배추,알배기배추,8키로상자,하,7358.25185185185,3572.88888888888
201908상순,배추,알배기배추,8키로상자,하,7779.85714285714,5481.75
201908중순,배추,알배기배추,8키로상자,하,9203.87962962963,5170.0
201908하순,배추,알배기배추,8키로상자,하,9451.41481481481,6614.1
201909상순,배추,알배기배추,8키로상자,하,8683.01388888888,8282.375
201909중순,배추,알배기배추,8키로상자,하,7040.96296296296,5737.42857142857
201909하순,배추,알배기배추,8키로상자,하,6624.95462962962,10747.875
201910상순,배추,알배기배추,8키로상자,하,6701.27407407407,9787.11111111111
201910중순,배추,알배기배추,8키로상자,하,5489.72222222222,9802.625
201910하순,배추,알배기배추,8키로상자,하,5171.55185185185,9444.5
201911상순,배추,알배기배추,8키로상자,하,5015.39351851851,7862.625
201911중순,배추,알배기배추,8키로상자,하,4251.25462962963,6674.77777777777
201911하순,배추,알배기배추,8키로상자,하,5137.20833333333,5721.66666666666
201912상순,배추,알배기배추,8키로상자,하,5057.85185185185,9330.5
201912중순,배추,알배기배추,8키로상자,하,4990.85185185185,6646.33333333333
201912하순,배추,알배기배추,8키로상자,하,4014.7074074074,8548.88888888888
202001상순,배추,알배기배추,8키로상자,하,4111.14285714285,10385.0
202001중순,배추,알배기배추,8키로상자,하,4501.71296296296,9207.5
202001하순,배추,알배기배추,8키로상자,하,6048.61481481481,6249.375
202002상순,배추,알배기배추,8키로상자,하,7845.55092592592,9309.125
202002중순,배추,알배기배추,8키로상자,하,5070.7619047619,10516.3333333333
202002하순,배추,알배기배추,8키로상자,하,4740.07936507936,8640.125
202003상순,배추,알배기배추,8키로상자,하,5286.375,10279.375
202003중순,배추,알배기배추,8키로상자,하,4902.58333333333,18808.3333333333
202003하순,배추,알배기배추,8키로상자,하,7714.86296296296,15980.7777777777
202004상순,배추,알배기배추,8키로상자,하,7252.24537037036,10424.0
202004중순,배추,알배기배추,8키로상자,하,7283.3287037037,12738.625
202004하순,배추,알배기배추,8키로상자,하,6179.5787037037,9941.66666666666
202005상순,배추,알배기배추,8키로상자,하,6434.41203703703,11980.375
202005중순,배추,알배기배추,8키로상자,하,5060.48611111111,8571.44444444444
202005하순,배추,알배기배추,8키로상자,하,5439.58888888888,8916.44444444444
202006상순,배추,알배기배추,8키로상자,하,5065.14814814814,4176.44444444444
202006중순,배추,알배기배추,8키로상자,하,4787.44907407407,4620.88888888888
202006하순,배추,알배기배추,8키로상자,하,5262.56481481481,8475.0
202007상순,배추,알배기배추,8키로상자,하,5290.69444444444,5309.11111111111
202007중순,배추,알배기배추,8키로상자,하,5623.87499999999,7540.25
202007하순,배추,알배기배추,8키로상자,하,6014.95185185185,7899.9
202008상순,배추,알배기배추,8키로상자,하,7748.0,7818.0
202008중순,배추,알배기배추,8키로상자,하,9203.87962962963,10363.8888888888
202008하순,배추,알배기배추,8키로상자,하,9451.41481481481,13512.5555555555
202009상순,배추,알배기배추,8키로상자,하,9070.25,16623.2222222222
202009중순,배추,알배기배추,8키로상자,하,7543.69841269841,19129.75
202009하순,배추,알배기배추,8키로상자,하,7795.12592592592,16379.5555555555
202010상순,배추,알배기배추,8키로상자,하,8595.79259259259,8325.33333333333
202010중순,배추,알배기배추,8키로상자,하,6343.29629629629,6695.5
202010하순,배추,알배기배추,8키로상자,하,6210.55555555555,5725.2
202011상순,배추,알배기배추,8키로상자,하,5901.47685185185,5225.75
202011중순,배추,알배기배추,8키로상자,하,5106.67129629629,3852.22222222222
202011하순,배추,알배기배추,8키로상자,하,5578.61574074074,4721.875
202012상순,배추,알배기배추,8키로상자,하,5648.92592592592,4742.11111111111
202012중순,배추,알배기배추,8키로상자,하,5933.18518518518,4174.75
202012하순,배추,알배기배추,8키로상자,하,5433.52222222222,5159.5
202101상순,배추,알배기배추,8키로상자,하,5775.95238095238,5460.0
202101중순,배추,알배기배추,8키로상자,하,6097.4074074074,7414.33333333333
202101하순,배추,알배기배추,8키로상자,하,6671.77314814814,5193.88888888888
202102상순,배추,알배기배추,8키로상자,하,8995.30092592592,4927.77777777777
202102중순,배추,알배기배추,8키로상자,하,6061.29166666666,4137.42857142857
202102하순,배추,알배기배추,8키로상자,하,5688.47619047619,4433.33333333333
202103상순,배추,알배기배추,8키로상자,하,6304.11111111111,4554.66666666666
202103중순,배추,알배기배추,8키로상자,하,4902.58333333333,4002.0
202103하순,배추,알배기배추,8키로상자,하,8246.33333333333,6188.22222222222
202104상순,배추,알배기배추,8키로상자,하,7945.20833333333,6740.88888888888
202104중순,배추,알배기배추,8키로상자,하,7995.7037037037,8078.625
202104하순,배추,알배기배추,8키로상자,하,7386.20833333333,6868.11111111111
202105상순,배추,알배기배추,8키로상자,하,6516.41203703703,7377.375
202105중순,배추,알배기배추,8키로상자,하,5060.48611111111,6944.88888888888
202105하순,배추,알배기배추,8키로상자,하,5439.58888888888,6400.0
202106상순,배추,알배기배추,8키로상자,하,4390.96296296296,5837.0
202106중순,배추,알배기배추,8키로상자,하,4388.00462962963,5500.0
202106하순,배추,알배기배추,8키로상자,하,5939.77314814814,7168.88888888888
202107상순,배추,알배기배추,8키로상자,하,5602.9537037037,5919.66666666666
202107중순,배추,알배기배추,8키로상자,하,6117.44444444444,5622.875
202107하순,배추,알배기배추,8키로상자,하,7198.81851851851,6787.2
202108상순,배추,알배기배추,8키로상자,하,8257.33333333333,12085.0
202108중순,배추,알배기배추,8키로상자,하,9799.87962962963,9248.44444444444
202108하순,배추,알배기배추,8키로상자,하,11059.1185185185,6907.11111111111
202109상순,배추,알배기배추,8키로상자,하,10914.9953703703,7063.88888888888
202109중순,배추,알배기배추,8키로상자,하,9824.95555555555,8590.42857142857
202109하순,배추,알배기배추,8키로상자,하,9068.88425925926,5216.33333333333
202110상순,배추,알배기배추,8키로상자,하,9400.34814814815,5319.125
202110중순,배추,알배기배추,8키로상자,하,6942.79629629629,6297.0
202110하순,배추,알배기배추,8키로상자,하,6585.8074074074,7414.88888888888
202111상순,배추,알배기배추,8키로상자,하,6213.76851851851,6828.66666666666
202111중순,배추,알배기배추,8키로상자,하,4988.54166666666,7949.33333333333
202111하순,배추,알배기배추,8키로상자,하,5403.0324074074,5998.75
202112상순,배추,알배기배추,8키로상자,하,5650.92592592592,8364.22222222222
202112중순,배추,알배기배추,8키로상자,하,5933.18518518518,6598.875
202112하순,배추,알배기배추,8키로상자,하,5912.72222222222,8289.1
201801상순,배추,봄동배추,15키로상자,상,0.0,20367.8571428571
201801중순,배추,봄동배추,15키로상자,상,20359.9675925925,21518.3333333333
201801하순,배추,봄동배추,15키로상자,상,24408.1111111111,21997.5555555555
201802상순,배추,봄동배추,15키로상자,상,25951.9629629629,29317.3333333333
201802중순,배추,봄동배추,15키로상자,상,24335.1838624338,26653.8333333333
201802하순,배추,봄동배추,15키로상자,상,19909.3333333333,23035.5714285714
201803상순,배추,봄동배추,15키로상자,상,17754.5833333333,20007.8888888888
201803중순,배추,봄동배추,15키로상자,상,14461.9861111111,15637.875
201803하순,배추,봄동배추,15키로상자,상,12778.0138888888,13535.5
201804상순,배추,봄동배추,15키로상자,상,0.0,10000.0
201804중순,배추,봄동배추,15키로상자,상,0.0,10000.0
201804하순,배추,봄동배추,15키로상자,상,0.0,10000.0
201805상순,배추,봄동배추,15키로상자,상,0.0,10000.0
201805중순,배추,봄동배추,15키로상자,상,0.0,0.0
201805하순,배추,봄동배추,15키로상자,상,0.0,0.0
201806상순,배추,봄동배추,15키로상자,상,0.0,0.0
201806중순,배추,봄동배추,15키로상자,상,0.0,0.0
201806하순,배추,봄동배추,15키로상자,상,0.0,0.0
201807상순,배추,봄동배추,15키로상자,상,0.0,0.0
201807중순,배추,봄동배추,15키로상자,상,0.0,0.0
201807하순,배추,봄동배추,15키로상자,상,0.0,0.0
201808상순,배추,봄동배추,15키로상자,상,0.0,0.0
201808중순,배추,봄동배추,15키로상자,상,0.0,0.0
201808하순,배추,봄동배추,15키로상자,상,0.0,0.0
201809상순,배추,봄동배추,15키로상자,상,0.0,0.0
201809중순,배추,봄동배추,15키로상자,상,0.0,0.0
201809하순,배추,봄동배추,15키로상자,상,0.0,0.0
201810상순,배추,봄동배추,15키로상자,상,0.0,0.0
201810중순,배추,봄동배추,15키로상자,상,0.0,19333.3333333333
201810하순,배추,봄동배추,15키로상자,상,0.0,22888.8888888888
201811상순,배추,봄동배추,15키로상자,상,0.0,23201.1111111111
201811중순,배추,봄동배추,15키로상자,상,0.0,15716.625
201811하순,배추,봄동배추,15키로상자,상,0.0,19608.8888888888
201812상순,배추,봄동배추,15키로상자,상,0.0,19574.125
201812중순,배추,봄동배추,15키로상자,상,0.0,18448.8888888888
201812하순,배추,봄동배추,15키로상자,상,0.0,17408.8888888888
201901상순,배추,봄동배추,15키로상자,상,0.0,19378.5714285714
201901중순,배추,봄동배추,15키로상자,상,20359.9675925925,18736.375
201901하순,배추,봄동배추,15키로상자,상,24340.6296296296,19025.1
201902상순,배추,봄동배추,15키로상자,상,26516.074074074,21760.2
201902중순,배추,봄동배추,15키로상자,상,24838.8425925925,21060.0
201902하순,배추,봄동배추,15키로상자,상,21540.238095238,21502.1428571428
201903상순,배추,봄동배추,15키로상자,상,19548.8796296296,17625.0
201903중순,배추,봄동배추,15키로상자,상,15717.8333333333,12789.3333333333
201903하순,배추,봄동배추,15키로상자,상,13567.625,6333.33333333333
201904상순,배추,봄동배추,15키로상자,상,0.0,7000.0
201904중순,배추,봄동배추,15키로상자,상,0.0,7000.0
201904하순,배추,봄동배추,15키로상자,상,0.0,7000.0
201905상순,배추,봄동배추,15키로상자,상,0.0,7000.0
201905중순,배추,봄동배추,15키로상자,상,0.0,7000.0
201905하순,배추,봄동배추,15키로상자,상,0.0,7000.0
201906상순,배추,봄동배추,15키로상자,상,0.0,7000.0
201906중순,배추,봄동배추,15키로상자,상,0.0,7000.0
201906하순,배추,봄동배추,15키로상자,상,0.0,7000.0
201907상순,배추,봄동배추,15키로상자,상,0.0,7000.0
201907중순,배추,봄동배추,15키로상자,상,0.0,7000.0
201907하순,배추,봄동배추,15키로상자,상,0.0,7000.0
201908상순,배추,봄동배추,15키로상자,상,0.0,0.0
201908중순,배추,봄동배추,15키로상자,상,0.0,0.0
201908하순,배추,봄동배추,15키로상자,상,0.0,0.0
201909상순,배추,봄동배추,15키로상자,상,0.0,0.0
201909중순,배추,봄동배추,15키로상자,상,0.0,0.0
201909하순,배추,봄동배추,15키로상자,상,0.0,0.0
201910상순,배추,봄동배추,15키로상자,상,0.0,0.0
201910중순,배추,봄동배추,15키로상자,상,0.0,29093.5
201910하순,배추,봄동배추,15키로상자,상,0.0,38394.7
201911상순,배추,봄동배추,15키로상자,상,0.0,31291.625
201911중순,배추,봄동배추,15키로상자,상,0.0,24455.3333333333
201911하순,배추,봄동배추,15키로상자,상,17839.2083333333,21279.8888888888
201912상순,배추,봄동배추,15키로상자,상,18577.9907407407,24050.75
201912중순,배추,봄동배추,15키로상자,상,19029.1203703703,23050.4444444444
201912하순,배추,봄동배추,15키로상자,상,20134.5222222222,21658.6666666666
202001상순,배추,봄동배추,15키로상자,상,19895.5317460317,23535.4285714285
202001중순,배추,봄동배추,15키로상자,상,20359.9675925925,22987.375
202001하순,배추,봄동배추,15키로상자,상,24340.6296296296,19639.875
202002상순,배추,봄동배추,15키로상자,상,26516.074074074,20003.375
202002중순,배추,봄동배추,15키로상자,상,24838.8425925925,23626.7777777777
202002하순,배추,봄동배추,15키로상자,상,22575.1428571428,25046.125
202003상순,배추,봄동배추,15키로상자,상,19548.8796296296,32153.5
202003중순,배추,봄동배추,15키로상자,상,15809.0694444444,25071.0
202003하순,배추,봄동배추,15키로상자,상,13567.6249999999,12555.5555555555
202004상순,배추,봄동배추,15키로상자,상,0.0,10000.0
202004중순,배추,봄동배추,15키로상자,상,0.0,10000.0
202004하순,배추,봄동배추,15키로상자,상,0.0,10000.0
202005상순,배추,봄동배추,15키로상자,상,0.0,10000.0
202005중순,배추,봄동배추,15키로상자,상,0.0,0.0
202005하순,배추,봄동배추,15키로상자,상,0.0,0.0
202006상순,배추,봄동배추,15키로상자,상,0.0,0.0
202006중순,배추,봄동배추,15키로상자,상,0.0,0.0
202006하순,배추,봄동배추,15키로상자,상,0.0,0.0
202007상순,배추,봄동배추,15키로상자,상,0.0,0.0
202007중순,배추,봄동배추,15키로상자,상,0.0,0.0
202007하순,배추,봄동배추,15키로상자,상,0.0,0.0
202008상순,배추,봄동배추,15키로상자,상,0.0,0.0
202008중순,배추,봄동배추,15키로상자,상,0.0,0.0
202008하순,배추,봄동배추,15키로상자,상,0.0,0.0
202009상순,배추,봄동배추,15키로상자,상,0.0,0.0
202009중순,배추,봄동배추,15키로상자,상,0.0,0.0
202009하순,배추,봄동배추,15키로상자,상,0.0,0.0
202010상순,배추,봄동배추,15키로상자,상,0.0,21000.0
202010중순,배추,봄동배추,15키로상자,상,0.0,32212.875
202010하순,배추,봄동배추,15키로상자,상,0.0,24364.9
202011상순,배추,봄동배추,15키로상자,상,0.0,22829.25
202011중순,배추,봄동배추,15키로상자,상,19242.5694444444,19178.8888888888
202011하순,배추,봄동배추,15키로상자,상,18773.6296296296,19547.75
202012상순,배추,봄동배추,15키로상자,상,20923.8333333333,21724.5555555555
202012중순,배추,봄동배추,15키로상자,상,19226.4953703703,18805.875
202012하순,배추,봄동배추,15키로상자,상,20067.1777777777,22452.9
202101상순,배추,봄동배추,15키로상자,상,19895.5317460317,26971.3333333333
202101중순,배추,봄동배추,15키로상자,상,20719.7037037037,33002.2222222222
202101하순,배추,봄동배추,15키로상자,상,23677.9212962962,30199.1111111111
202102상순,배추,봄동배추,15키로상자,상,24641.474074074,31805.0
202102중순,배추,봄동배추,15키로상자,상,23829.824074074,28481.1428571428
202102하순,배추,봄동배추,15키로상자,상,22575.1428571428,23575.1666666666
202103상순,배추,봄동배추,15키로상자,상,21559.5555555555,18237.7777777777
202103중순,배추,봄동배추,15키로상자,상,16520.6111111111,18719.0
202103하순,배추,봄동배추,15키로상자,상,13830.3518518518,15748.0
202104상순,배추,봄동배추,15키로상자,상,0.0,0.0
202104중순,배추,봄동배추,15키로상자,상,0.0,0.0
202104하순,배추,봄동배추,15키로상자,상,0.0,0.0
202105상순,배추,봄동배추,15키로상자,상,0.0,0.0
202105중순,배추,봄동배추,15키로상자,상,0.0,0.0
202105하순,배추,봄동배추,15키로상자,상,0.0,0.0
202106상순,배추,봄동배추,15키로상자,상,0.0,0.0
202106중순,배추,봄동배추,15키로상자,상,0.0,0.0
202106하순,배추,봄동배추,15키로상자,상,0.0,0.0
202107상순,배추,봄동배추,15키로상자,상,0.0,0.0
202107중순,배추,봄동배추,15키로상자,상,0.0,0.0
202107하순,배추,봄동배추,15키로상자,상,0.0,0.0
202108상순,배추,봄동배추,15키로상자,상,0.0,0.0
202108중순,배추,봄동배추,15키로상자,상,0.0,0.0
202108하순,배추,봄동배추,15키로상자,상,0.0,0.0
202109상순,배추,봄동배추,15키로상자,상,0.0,0.0
202109중순,배추,봄동배추,15키로상자,상,0.0,0.0
202109하순,배추,봄동배추,15키로상자,상,0.0,0.0
202110상순,배추,봄동배추,15키로상자,상,0.0,6000.0
202110중순,배추,봄동배추,15키로상자,상,0.0,17405.0
202110하순,배추,봄동배추,15키로상자,상,0.0,34530.0
202111상순,배추,봄동배추,15키로상자,상,25129.9722222222,35300.4444444444
202111중순,배추,봄동배추,15키로상자,상,20396.6574074074,28835.8888888888
202111하순,배추,봄동배추,15키로상자,상,19495.9907407407,28038.875
202112상순,배추,봄동배추,15키로상자,상,21783.1435185185,23494.4444444444
202112중순,배추,봄동배추,15키로상자,상,19297.7037037037,22069.375
202112하순,배추,봄동배추,15키로상자,상,21454.6777777777,30196.2
201801상순,배추,얼갈이배추,4키로상자,상,6353.9365079365,5818.14285714285
201801중순,배추,얼갈이배추,4키로상자,상,5882.9074074074,6515.88888888888
201801하순,배추,얼갈이배추,4키로상자,상,6027.88888888888,6225.33333333333
201802상순,배추,얼갈이배추,4키로상자,상,6271.63888888889,8410.88888888888
201802중순,배추,얼갈이배추,4키로상자,상,6236.91666666666,10080.6666666666
201802하순,배추,얼갈이배추,4키로상자,상,5030.19841269841,8250.0
201803상순,배추,얼갈이배추,4키로상자,상,4827.84722222222,9141.44444444444
201803중순,배추,얼갈이배추,4키로상자,상,4320.19444444444,7498.125
201803하순,배추,얼갈이배추,4키로상자,상,4389.91111111111,6797.5
201804상순,배추,얼갈이배추,4키로상자,상,3943.56944444444,4825.25
201804중순,배추,얼갈이배추,4키로상자,상,3364.64814814814,4752.33333333333
201804하순,배추,얼갈이배추,4키로상자,상,4037.07407407407,4343.5
201805상순,배추,얼갈이배추,4키로상자,상,3938.75,3746.33333333333
201805중순,배추,얼갈이배추,4키로상자,상,3733.69907407407,3489.5
201805하순,배추,얼갈이배추,4키로상자,상,3665.13703703703,4375.7
201806상순,배추,얼갈이배추,4키로상자,상,3987.01851851851,3892.75
201806중순,배추,얼갈이배추,4키로상자,상,4396.71759259259,3132.33333333333
201806하순,배추,얼갈이배추,4키로상자,상,4949.25,4191.77777777777
201807상순,배추,얼갈이배추,4키로상자,상,5581.56481481481,6814.75
201807중순,배추,얼갈이배추,4키로상자,상,9260.98148148148,8904.11111111111
201807하순,배추,얼갈이배추,4키로상자,상,8306.95925925926,6384.33333333333
201808상순,배추,얼갈이배추,4키로상자,상,8017.86309523809,10145.875
201808중순,배추,얼갈이배추,4키로상자,상,6926.22685185185,12194.25
201808하순,배추,얼갈이배추,4키로상자,상,8084.82222222222,10106.4
201809상순,배추,얼갈이배추,4키로상자,상,6898.77777777777,11423.5
201809중순,배추,얼갈이배추,4키로상자,상,4903.63822751322,4777.0
201809하순,배추,얼갈이배추,4키로상자,상,4075.37037037037,3623.6
201810상순,배추,얼갈이배추,4키로상자,상,3806.45925925925,2711.55555555555
201810중순,배추,얼갈이배추,4키로상자,상,3906.68981481481,2739.33333333333
201810하순,배추,얼갈이배추,4키로상자,상,4075.07037037037,3015.66666666666
201811상순,배추,얼갈이배추,4키로상자,상,4504.375,3593.33333333333
201811중순,배추,얼갈이배추,4키로상자,상,4907.43981481481,3663.875
201811하순,배추,얼갈이배추,4키로상자,상,4824.4074074074,3808.44444444444
201812상순,배추,얼갈이배추,4키로상자,상,5050.64814814814,4634.625
201812중순,배추,얼갈이배추,4키로상자,상,5655.66666666666,5302.88888888888
201812하순,배추,얼갈이배추,4키로상자,상,5523.0,5205.33333333333
201901상순,배추,얼갈이배추,4키로상자,상,5754.41269841269,5732.28571428571
201901중순,배추,얼갈이배추,4키로상자,상,5834.8287037037,4693.375
201901하순,배추,얼갈이배추,4키로상자,상,5805.96666666666,4337.2
201902상순,배추,얼갈이배추,4키로상자,상,6387.45833333333,4635.0
201902중순,배추,얼갈이배추,4키로상자,상,6261.55158730158,4785.88888888888
201902하순,배추,얼갈이배추,4키로상자,상,5030.19841269841,4139.42857142857
201903상순,배추,얼갈이배추,4키로상자,상,5102.91203703703,3203.75
201903중순,배추,얼갈이배추,4키로상자,상,4472.43981481481,3897.55555555555
201903하순,배추,얼갈이배추,4키로상자,상,4557.43333333333,3949.66666666666
201904상순,배추,얼갈이배추,4키로상자,상,3943.56944444444,4689.55555555555
201904중순,배추,얼갈이배추,4키로상자,상,3364.64814814814,4608.11111111111
201904하순,배추,얼갈이배추,4키로상자,상,3704.32407407407,3998.0
201905상순,배추,얼갈이배추,4키로상자,상,4021.71296296296,4713.66666666666
201905중순,배추,얼갈이배추,4키로상자,상,4002.61574074074,3800.375
201905하순,배추,얼갈이배추,4키로상자,상,3951.96296296296,4113.2
201906상순,배추,얼갈이배추,4키로상자,상,4029.56018518518,4463.5
201906중순,배추,얼갈이배추,4키로상자,상,4145.14814814814,4532.11111111111
201906하순,배추,얼갈이배추,4키로상자,상,4560.28703703703,5477.375
201907상순,배추,얼갈이배추,4키로상자,상,6187.62962962962,5648.22222222222
201907중순,배추,얼갈이배추,4키로상자,상,7486.61111111111,5332.66666666666
201907하순,배추,얼갈이배추,4키로상자,상,6227.77407407407,7166.66666666666
201908상순,배추,얼갈이배추,4키로상자,상,9313.58333333333,16176.5
201908중순,배추,얼갈이배추,4키로상자,상,7470.96296296296,9929.75
201908하순,배추,얼갈이배추,4키로상자,상,9017.73333333333,7241.4
201909상순,배추,얼갈이배추,4키로상자,상,8443.02777777778,7032.125
201909중순,배추,얼갈이배추,4키로상자,상,4596.8287037037,14187.5714285714
201909하순,배추,얼갈이배추,4키로상자,상,3690.18941798941,8934.75
201910상순,배추,얼갈이배추,4키로상자,상,3294.71851851851,8815.22222222222
201910중순,배추,얼갈이배추,4키로상자,상,3409.68981481481,10976.125
201910하순,배추,얼갈이배추,4키로상자,상,3798.08888888888,5886.3
201911상순,배추,얼갈이배추,4키로상자,상,4398.21759259259,4285.25
201911중순,배추,얼갈이배추,4키로상자,상,4554.28703703703,3617.22222222222
201911하순,배추,얼갈이배추,4키로상자,상,4493.07407407407,3377.55555555555
201912상순,배추,얼갈이배추,4키로상자,상,4646.02314814814,3753.0
201912중순,배추,얼갈이배추,4키로상자,상,5568.55555555555,3831.55555555555
201912하순,배추,얼갈이배추,4키로상자,상,5743.92592592592,3889.88888888888
202001상순,배추,얼갈이배추,4키로상자,상,6165.69841269841,4138.71428571428
202001중순,배추,얼갈이배추,4키로상자,상,6007.87962962963,3864.125
202001하순,배추,얼갈이배추,4키로상자,상,5805.96666666666,3478.75
202002상순,배추,얼갈이배추,4키로상자,상,6387.45833333333,3775.0
202002중순,배추,얼갈이배추,4키로상자,상,6261.55158730158,3646.88888888888
202002하순,배추,얼갈이배추,4키로상자,상,5030.19841269841,3206.75
202003상순,배추,얼갈이배추,4키로상자,상,5102.91203703703,4160.75
202003중순,배추,얼갈이배추,4키로상자,상,4557.20833333333,4272.22222222222
202003하순,배추,얼갈이배추,4키로상자,상,4557.43333333333,4785.77777777777
202004상순,배추,얼갈이배추,4키로상자,상,4322.31018518518,3427.88888888888
202004중순,배추,얼갈이배추,4키로상자,상,4010.68518518518,3725.75
202004하순,배추,얼갈이배추,4키로상자,상,4038.9074074074,4140.0
202005상순,배추,얼갈이배추,4키로상자,상,4401.41666666666,4391.25
202005중순,배추,얼갈이배추,4키로상자,상,3994.36574074074,4207.22222222222
