,year,month,순,시점,품목명,품종명,거래단위,등급,평년 평균가격(원),평균가격(원),n_holiday,계절,평년 평균가격(원)_whole,거래단위_num,평년 평균가격(원)_local,fill_source,순_num,plot_date
1434,2020,02,상순,202002상순,대파,대파(일반),1키로단,상,2000.625,1106.125,2.0,겨울,6580.656510821409,1.0,0.0,original,1,2020-02-01
377,2020,02,상순,202002상순,감자,감자 수미,20키로상자,상,35691.7296296296,32808.625,2.0,겨울,9055.07101375252,20.0,0.0,original,1,2020-02-01
226,2020,02,상순,202002상순,사과,후지,10 개,상품,22033.3333333333,20006.0,2.0,겨울,13809.754083966014,3.0,0.0,original,1,2020-02-01
75,2020,02,상순,202002상순,건고추,화건,30 kg,상품,459533.333333333,396000.0,2.0,겨울,,30.0,,original,1,2020-02-01
830,2020,02,상순,202002상순,무,무,20키로상자,상,10902.25,10902.25,2.0,겨울,0.0,20.0,0.0,average,1,2020-02-01
1283,2020,02,상순,202002상순,양파,양파,1키로,상,1003.76296296296,929.375,2.0,겨울,0.0,1.0,0.0,original,1,2020-02-01
1132,2020,02,상순,202002상순,배추,배추,10키로망대,상,6176.86574074074,8880.875,2.0,겨울,0.0,10.0,0.0,original,1,2020-02-01
679,2020,02,상순,202002상순,깐마늘(국산),깐마늘(국산),20 kg,상품,77100.0,77100.0,2.0,겨울,,20.0,0.0,average,1,2020-02-01
528,2020,02,상순,202002상순,배,신고,10 개,상품,30763.3333333333,30074.0,2.0,겨울,11908.567731910403,5.0,0.0,original,1,2020-02-01
981,2020,02,상순,202002상순,상추,청,100 g,상품,911.333333333333,1143.0,2.0,겨울,7696.03755072425,0.1,0.0,original,1,2020-02-01
227,2020,02,중순,202002중순,사과,후지,10 개,상품,22716.6666666666,20348.0,1.0,겨울,12712.207037312628,3.0,0.0,original,2,2020-02-02
831,2020,02,중순,202002중순,무,무,20키로상자,상,11589.2222222222,11589.2222222222,1.0,겨울,0.0,20.0,0.0,average,2,2020-02-02
982,2020,02,중순,202002중순,상추,청,100 g,상품,876.666666666666,932.0,1.0,겨울,6084.001061778243,0.1,0.0,original,2,2020-02-02
1435,2020,02,중순,202002중순,대파,대파(일반),1키로단,상,1746.77182539682,924.555555555555,1.0,겨울,6191.54533334985,1.0,0.0,original,2,2020-02-02
1284,2020,02,중순,202002중순,양파,양파,1키로,상,1017.09722222222,1014.77777777777,1.0,겨울,0.0,1.0,0.0,original,2,2020-02-02
378,2020,02,중순,202002중순,감자,감자 수미,20키로상자,상,34849.9933862433,31611.1111111111,1.0,겨울,10532.413531710492,20.0,0.0,original,2,2020-02-02
529,2020,02,중순,202002중순,배,신고,10 개,상품,30434.6666666666,31786.0,1.0,겨울,9584.363443002716,5.0,0.0,original,2,2020-02-02
680,2020,02,중순,202002중순,깐마늘(국산),깐마늘(국산),20 kg,상품,77300.0,77300.0,1.0,겨울,,20.0,0.0,average,2,2020-02-02
1133,2020,02,중순,202002중순,배추,배추,10키로망대,상,6433.78571428571,9089.11111111111,1.0,겨울,0.0,10.0,0.0,original,2,2020-02-02
76,2020,02,중순,202002중순,건고추,화건,30 kg,상품,460575.0,396000.0,1.0,겨울,,30.0,,original,2,2020-02-02
228,2020,02,하순,202002하순,사과,후지,10 개,상품,22289.3333333333,20120.0,1.0,겨울,12451.387598712141,3.0,0.0,original,3,2020-02-03
832,2020,02,하순,202002하순,무,무,20키로상자,상,9167.875,9167.875,1.0,겨울,0.0,20.0,0.0,average,3,2020-02-03
983,2020,02,하순,202002하순,상추,청,100 g,상품,764.0,851.0,1.0,겨울,4699.0291294208455,0.1,0.0,original,3,2020-02-03
1436,2020,02,하순,202002하순,대파,대파(일반),1키로단,상,1785.41269841269,922.125,1.0,겨울,6481.430781959449,1.0,0.0,original,3,2020-02-03
1134,2020,02,하순,202002하순,배추,배추,10키로망대,상,6945.98412698412,9076.5,1.0,겨울,0.0,10.0,0.0,original,3,2020-02-03
530,2020,02,하순,202002하순,배,신고,10 개,상품,31059.3333333333,32914.0,1.0,겨울,11071.126045824098,5.0,0.0,original,3,2020-02-03
77,2020,02,하순,202002하순,건고추,화건,30 kg,상품,460277.666666666,401250.0,1.0,겨울,,30.0,,original,3,2020-02-03
379,2020,02,하순,202002하순,감자,감자 수미,20키로상자,상,35716.0238095238,47156.75,1.0,겨울,32715.666774308225,20.0,0.0,original,3,2020-02-03
681,2020,02,하순,202002하순,깐마늘(국산),깐마늘(국산),20 kg,상품,76875.0,76875.0,1.0,겨울,,20.0,0.0,average,3,2020-02-03
1285,2020,02,하순,202002하순,양파,양파,1키로,상,1031.65873015873,1489.875,1.0,겨울,0.0,1.0,0.0,original,3,2020-02-03
531,2020,03,상순,202003상순,배,신고,10 개,상품,31550.3333333333,32903.0,2.0,봄,14217.21925638535,5.0,0.0,original,1,2020-03-01
380,2020,03,상순,202003상순,감자,감자 수미,20키로상자,상,41217.787037037,39013.875,2.0,봄,11514.731395412504,20.0,0.0,original,1,2020-03-01
1437,2020,03,상순,202003상순,대파,대파(일반),1키로단,상,1711.01851851851,807.375,2.0,봄,3604.7177174896397,1.0,0.0,original,1,2020-03-01
1135,2020,03,상순,202003상순,배추,배추,10키로망대,상,7111.61574074074,8656.625,2.0,봄,0.0,10.0,0.0,original,1,2020-03-01
78,2020,03,상순,202003상순,건고추,화건,30 kg,상품,454444.333333333,399750.0,2.0,봄,,30.0,,original,1,2020-03-01
984,2020,03,상순,202003상순,상추,청,100 g,상품,679.666666666666,811.0,2.0,봄,5846.446740736451,0.1,0.0,original,1,2020-03-01
682,2020,03,상순,202003상순,깐마늘(국산),깐마늘(국산),20 kg,상품,76910.5,76910.5,2.0,봄,,20.0,0.0,average,1,2020-03-01
229,2020,03,상순,202003상순,사과,후지,10 개,상품,22160.3333333333,19667.0,2.0,봄,12917.96513083799,3.0,0.0,original,1,2020-03-01
1286,2020,03,상순,202003상순,양파,양파,1키로,상,995.898148148148,1132.0,2.0,봄,0.0,1.0,0.0,original,1,2020-03-01
833,2020,03,상순,202003상순,무,무,20키로상자,상,10112.0,10112.0,2.0,봄,0.0,20.0,0.0,average,1,2020-03-01
683,2020,03,중순,202003중순,깐마늘(국산),깐마늘(국산),20 kg,상품,74812.5,74812.5,1.0,봄,,20.0,0.0,average,2,2020-03-02
1136,2020,03,중순,202003중순,배추,배추,10키로망대,상,6897.11111111111,8288.0,1.0,봄,0.0,10.0,0.0,original,2,2020-03-02
1438,2020,03,중순,202003중순,대파,대파(일반),1키로단,상,1605.66666666666,788.0,1.0,봄,2925.0500978467926,1.0,0.0,original,2,2020-03-02
532,2020,03,중순,202003중순,배,신고,10 개,상품,31180.6666666666,33513.0,1.0,봄,14251.628892720164,5.0,0.0,original,2,2020-03-02
381,2020,03,중순,202003중순,감자,감자 수미,20키로상자,상,44528.8657407407,42721.7777777777,1.0,봄,16188.365558384305,20.0,0.0,original,2,2020-03-02
985,2020,03,중순,202003중순,상추,청,100 g,상품,653.0,796.0,1.0,봄,4869.544177538377,0.1,0.0,original,2,2020-03-02
834,2020,03,중순,202003중순,무,무,20키로상자,상,8490.55555555555,8490.55555555555,1.0,봄,0.0,20.0,0.0,average,2,2020-03-02
79,2020,03,중순,202003중순,건고추,화건,30 kg,상품,458333.333333333,399125.0,1.0,봄,,30.0,,original,2,2020-03-02
1287,2020,03,중순,202003중순,양파,양파,1키로,상,892.310185185185,1090.22222222222,1.0,봄,0.0,1.0,,original,2,2020-03-02
230,2020,03,중순,202003중순,사과,후지,10 개,상품,21629.0,19802.0,1.0,봄,12442.403966828062,3.0,0.0,original,2,2020-03-02
533,2020,03,하순,202003하순,배,신고,10 개,상품,31139.0,32331.0,2.0,봄,14436.092041328078,5.0,0.0,original,3,2020-03-03
684,2020,03,하순,202003하순,깐마늘(국산),깐마늘(국산),20 kg,상품,74500.0,74500.0,2.0,봄,,20.0,0.0,average,3,2020-03-03
80,2020,03,하순,202003하순,건고추,화건,30 kg,상품,455666.666666666,403857.0,2.0,봄,,30.0,,original,3,2020-03-03
835,2020,03,하순,202003하순,무,무,20키로상자,상,10133.0,10133.0,2.0,봄,0.0,20.0,0.0,average,3,2020-03-03
1439,2020,03,하순,202003하순,대파,대파(일반),1키로단,상,1445.88888888888,766.111111111111,2.0,봄,2517.887181991687,1.0,0.0,original,3,2020-03-03
231,2020,03,하순,202003하순,사과,후지,10 개,상품,21319.3333333333,19988.0,2.0,봄,12815.209459189491,3.0,0.0,original,3,2020-03-03
986,2020,03,하순,202003하순,상추,청,100 g,상품,638.0,786.0,2.0,봄,5259.261160574319,0.1,0.0,original,3,2020-03-03
1137,2020,03,하순,202003하순,배추,배추,10키로망대,상,6548.48148148148,8157.0,2.0,봄,0.0,10.0,0.0,original,3,2020-03-03
1288,2020,03,하순,202003하순,양파,양파,1키로,상,949.403703703703,1123.88888888888,2.0,봄,0.0,1.0,0.0,original,3,2020-03-03
382,2020,03,하순,202003하순,감자,감자 수미,20키로상자,상,49818.0666666666,44674.3333333333,2.0,봄,12547.856330841852,20.0,0.0,original,3,2020-03-03
1138,2020,04,상순,202004상순,배추,배추,10키로망대,상,6073.61574074074,7590.0,1.0,봄,0.0,10.0,0.0,original,1,2020-04-01
685,2020,04,상순,202004상순,깐마늘(국산),깐마늘(국산),20 kg,상품,74500.0,74500.0,1.0,봄,,20.0,0.0,average,1,2020-04-01
1440,2020,04,상순,202004상순,대파,대파(일반),1키로단,상,1449.74537037037,823.333333333333,1.0,봄,2400.8524966207133,1.0,0.0,original,1,2020-04-01
81,2020,04,상순,202004상순,건고추,화건,30 kg,상품,454333.333333333,406000.0,1.0,봄,,30.0,,original,1,2020-04-01
836,2020,04,상순,202004상순,무,무,20키로상자,상,8164.55555555555,8164.55555555555,1.0,봄,0.0,20.0,0.0,average,1,2020-04-01
383,2020,04,상순,202004상순,감자,감자 수미,20키로상자,상,46707.8055555555,41647.0,1.0,봄,12504.049707164153,20.0,0.0,original,1,2020-04-01
534,2020,04,상순,202004상순,배,신고,10 개,상품,30531.0,32093.0,1.0,봄,14376.938967920158,5.0,0.0,original,1,2020-04-01
1289,2020,04,상순,202004상순,양파,양파,1키로,상,1064.28703703703,1081.55555555555,1.0,봄,0.0,1.0,0.0,original,1,2020-04-01
987,2020,04,상순,202004상순,상추,청,100 g,상품,644.333333333333,713.0,1.0,봄,4921.895844959888,0.1,0.0,original,1,2020-04-01
232,2020,04,상순,202004상순,사과,후지,10 개,상품,20676.6666666666,20251.0,1.0,봄,13144.488146838756,3.0,0.0,original,1,2020-04-01
82,2020,04,중순,202004중순,건고추,화건,30 kg,상품,451476.333333333,406000.0,3.0,봄,,30.0,,original,2,2020-04-02
1441,2020,04,중순,202004중순,대파,대파(일반),1키로단,상,1262.55092592592,905.375,3.0,봄,2161.5335186972093,1.0,0.0,original,2,2020-04-02
988,2020,04,중순,202004중순,상추,청,100 g,상품,639.0,695.0,3.0,봄,5383.570004314554,0.1,0.0,original,2,2020-04-02
1290,2020,04,중순,202004중순,양파,양파,1키로,상,923.0,986.125,3.0,봄,0.0,1.0,0.0,original,2,2020-04-02
837,2020,04,중순,202004중순,무,무,20키로상자,상,9708.875,9708.875,3.0,봄,0.0,20.0,0.0,average,2,2020-04-02
233,2020,04,중순,202004중순,사과,후지,10 개,상품,20936.3333333333,20484.0,3.0,봄,13095.77139286687,3.0,0.0,original,2,2020-04-02
535,2020,04,중순,202004중순,배,신고,10 개,상품,30333.3333333333,32593.0,3.0,봄,14984.552665604893,5.0,0.0,original,2,2020-04-02
384,2020,04,중순,202004중순,감자,감자 수미,20키로상자,상,47278.5046296296,45116.75,3.0,봄,15992.959128074517,20.0,0.0,original,2,2020-04-02
1139,2020,04,중순,202004중순,배추,배추,10키로망대,상,5890.25925925926,8503.5,3.0,봄,0.0,10.0,0.0,original,2,2020-04-02
686,2020,04,중순,202004중순,깐마늘(국산),깐마늘(국산),20 kg,상품,74800.0,74800.0,3.0,봄,,20.0,0.0,average,2,2020-04-02
838,2020,04,하순,202004하순,무,무,20키로상자,상,10186.7777777777,10186.7777777777,2.0,봄,0.0,20.0,0.0,average,3,2020-04-03
687,2020,04,하순,202004하순,깐마늘(국산),깐마늘(국산),20 kg,상품,75643.0,75643.0,2.0,봄,,20.0,0.0,average,3,2020-04-03
536,2020,04,하순,202004하순,배,신고,10 개,상품,30569.0,32784.0,2.0,봄,15205.674689285133,5.0,0.0,original,3,2020-04-03
83,2020,04,하순,202004하순,건고추,화건,30 kg,상품,448295.333333333,406000.0,2.0,봄,,30.0,,original,3,2020-04-03
1442,2020,04,하순,202004하순,대파,대파(일반),1키로단,상,1293.62037037037,1138.22222222222,2.0,봄,1943.315894824724,1.0,0.0,original,3,2020-04-03
234,2020,04,하순,202004하순,사과,후지,10 개,상품,21238.3333333333,20518.0,2.0,봄,13416.760993923735,3.0,0.0,original,3,2020-04-03
385,2020,04,하순,202004하순,감자,감자 수미,20키로상자,상,44104.6666666666,49584.4444444444,2.0,봄,12675.512841075533,20.0,0.0,original,3,2020-04-03
1140,2020,04,하순,202004하순,배추,배추,10키로망대,상,6329.29629629629,11245.0,2.0,봄,0.0,10.0,0.0,original,3,2020-04-03
1291,2020,04,하순,202004하순,양파,양파,1키로,상,812.444444444444,909.888888888888,2.0,봄,0.0,1.0,0.0,original,3,2020-04-03
989,2020,04,하순,202004하순,상추,청,100 g,상품,648.666666666666,693.0,2.0,봄,5768.5161849629085,0.1,0.0,original,3,2020-04-03
990,2020,05,상순,202005상순,상추,청,100 g,상품,663.666666666666,689.0,3.0,봄,5547.784822340144,0.1,0.0,original,1,2020-05-01
386,2020,05,상순,202005상순,감자,감자 수미,20키로상자,상,45690.3055555555,48522.75,3.0,봄,15207.90590005461,20.0,0.0,original,1,2020-05-01
1141,2020,05,상순,202005상순,배추,배추,10키로망대,상,5567.04629629629,10653.75,3.0,봄,0.0,10.0,0.0,original,1,2020-05-01
1292,2020,05,상순,202005상순,양파,양파,1키로,상,788.810185185185,856.25,3.0,봄,0.0,1.0,0.0,original,1,2020-05-01
839,2020,05,상순,202005상순,무,무,20키로상자,상,9875.0,9875.0,3.0,봄,0.0,20.0,0.0,average,1,2020-05-01
537,2020,05,상순,202005상순,배,신고,10 개,상품,30930.0,33112.0,3.0,봄,14742.168781523469,5.0,0.0,original,1,2020-05-01
688,2020,05,상순,202005상순,깐마늘(국산),깐마늘(국산),20 kg,상품,76250.0,76250.0,3.0,봄,,20.0,0.0,average,1,2020-05-01
1443,2020,05,상순,202005상순,대파,대파(일반),1키로단,상,1481.23611111111,1324.875,3.0,봄,2090.167059615756,1.0,0.0,original,1,2020-05-01
84,2020,05,상순,202005상순,건고추,화건,30 kg,상품,447533.333333333,406000.0,3.0,봄,,30.0,,original,1,2020-05-01
235,2020,05,상순,202005상순,사과,후지,10 개,상품,21508.3333333333,20940.0,3.0,봄,13433.394928886793,3.0,0.0,original,1,2020-05-01
991,2020,05,중순,202005중순,상추,청,100 g,상품,665.666666666666,691.0,1.0,봄,4375.707718562456,0.1,0.0,original,2,2020-05-02
689,2020,05,중순,202005중순,깐마늘(국산),깐마늘(국산),20 kg,상품,80187.5,80187.5,1.0,봄,,20.0,0.0,average,2,2020-05-02
840,2020,05,중순,202005중순,무,무,20키로상자,상,8403.88888888888,8403.88888888888,1.0,봄,0.0,20.0,0.0,average,2,2020-05-02
1293,2020,05,중순,202005중순,양파,양파,1키로,상,636.166666666666,854.555555555555,1.0,봄,0.0,1.0,0.0,original,2,2020-05-02
236,2020,05,중순,202005중순,사과,후지,10 개,상품,21448.6666666666,21526.0,1.0,봄,13727.776094149154,3.0,0.0,original,2,2020-05-02
538,2020,05,중순,202005중순,배,신고,10 개,상품,31311.6666666666,32948.0,1.0,봄,14893.89454182517,5.0,0.0,original,2,2020-05-02
1142,2020,05,중순,202005중순,배추,배추,10키로망대,상,6276.31944444444,9588.77777777777,1.0,봄,0.0,10.0,0.0,original,2,2020-05-02
387,2020,05,중순,202005중순,감자,감자 수미,20키로상자,상,47913.3611111111,43740.4444444444,1.0,봄,15738.163525460213,20.0,0.0,original,2,2020-05-02
85,2020,05,중순,202005중순,건고추,화건,30 kg,상품,446200.0,406375.0,1.0,봄,,30.0,,original,2,2020-05-02
1444,2020,05,중순,202005중순,대파,대파(일반),1키로단,상,1484.97685185185,1449.11111111111,1.0,봄,2262.2416809691945,1.0,0.0,original,2,2020-05-02
1294,2020,05,하순,202005하순,양파,양파,1키로,상,600.318518518518,709.0,2.0,봄,0.0,1.0,0.0,original,3,2020-05-03
992,2020,05,하순,202005하순,상추,청,100 g,상품,644.333333333333,726.0,2.0,봄,4655.303654718557,0.1,0.0,original,3,2020-05-03
237,2020,05,하순,202005하순,사과,후지,10 개,상품,21296.6666666666,21783.0,2.0,봄,15213.180501498337,3.0,0.0,original,3,2020-05-03
539,2020,05,하순,202005하순,배,신고,10 개,상품,31906.0,32668.0,2.0,봄,15302.882895593351,5.0,0.0,original,3,2020-05-03
388,2020,05,하순,202005하순,감자,감자 수미,20키로상자,상,34731.6925925926,28288.2222222222,2.0,봄,10655.5117261282,20.0,0.0,original,3,2020-05-03
1445,2020,05,하순,202005하순,대파,대파(일반),1키로단,상,1627.51111111111,1503.0,2.0,봄,2262.164670669776,1.0,0.0,original,3,2020-05-03
690,2020,05,하순,202005하순,깐마늘(국산),깐마늘(국산),20 kg,상품,81200.0,81200.0,2.0,봄,,20.0,0.0,average,3,2020-05-03
1143,2020,05,하순,202005하순,배추,배추,10키로망대,상,5306.55925925925,9949.77777777777,2.0,봄,0.0,10.0,0.0,original,3,2020-05-03
841,2020,05,하순,202005하순,무,무,20키로상자,상,8992.0,8992.0,2.0,봄,0.0,20.0,0.0,average,3,2020-05-03
86,2020,05,하순,202005하순,건고추,화건,30 kg,상품,446014.666666666,409000.0,2.0,봄,,30.0,,original,3,2020-05-03
691,2020,06,상순,202006상순,깐마늘(국산),깐마늘(국산),20 kg,상품,81025.0,81025.0,2.0,여름,,20.0,0.0,average,1,2020-06-01
1446,2020,06,상순,202006상순,대파,대파(일반),1키로단,상,1502.96759259259,1363.88888888888,2.0,여름,2209.911527574143,1.0,0.0,original,1,2020-06-01
389,2020,06,상순,202006상순,감자,감자 수미,20키로상자,상,25102.9166666666,27899.2222222222,2.0,여름,8194.163905942669,20.0,0.0,original,1,2020-06-01
540,2020,06,상순,202006상순,배,신고,10 개,상품,32499.6666666666,32951.0,2.0,여름,16864.18744106866,5.0,0.0,original,1,2020-06-01
1295,2020,06,상순,202006상순,양파,양파,1키로,상,722.194444444444,613.333333333333,2.0,여름,0.0,1.0,0.0,original,1,2020-06-01
87,2020,06,상순,202006상순,건고추,화건,30 kg,상품,444533.333333333,428125.0,2.0,여름,,30.0,,original,1,2020-06-01
993,2020,06,상순,202006상순,상추,청,100 g,상품,650.333333333333,754.0,2.0,여름,4424.236229517041,0.1,0.0,original,1,2020-06-01
238,2020,06,상순,202006상순,사과,후지,10 개,상품,21332.0,22451.0,2.0,여름,15309.054446317574,3.0,0.0,original,1,2020-06-01
842,2020,06,상순,202006상순,무,무,20키로상자,상,11056.7777777777,11056.7777777777,2.0,여름,0.0,20.0,0.0,average,1,2020-06-01
1144,2020,06,상순,202006상순,배추,배추,10키로망대,상,4695.53703703703,7173.11111111111,2.0,여름,0.0,10.0,0.0,original,1,2020-06-01
88,2020,06,중순,202006중순,건고추,화건,30 kg,상품,444325.0,446714.0,1.0,여름,,30.0,,original,2,2020-06-02
390,2020,06,중순,202006중순,감자,감자 수미,20키로상자,상,22015.4305555555,25177.1111111111,1.0,여름,22810.652050724573,20.0,0.0,original,2,2020-06-02
1296,2020,06,중순,202006중순,양파,양파,1키로,상,807.606481481481,698.666666666666,1.0,여름,0.0,1.0,0.0,original,2,2020-06-02
692,2020,06,중순,202006중순,깐마늘(국산),깐마늘(국산),20 kg,상품,81671.5,81671.5,1.0,여름,,20.0,0.0,average,2,2020-06-02
239,2020,06,중순,202006중순,사과,후지,10 개,상품,21944.3333333333,22908.0,1.0,여름,14176.596688633606,3.0,0.0,original,2,2020-06-02
843,2020,06,중순,202006중순,무,무,20키로상자,상,11275.1111111111,11275.1111111111,1.0,여름,0.0,20.0,0.0,average,2,2020-06-02
541,2020,06,중순,202006중순,배,신고,10 개,상품,33018.3333333333,33685.0,1.0,여름,16726.972387618145,5.0,0.0,original,2,2020-06-02
1447,2020,06,중순,202006중순,대파,대파(일반),1키로단,상,1322.13888888888,1622.88888888888,1.0,여름,2015.4108633513374,1.0,0.0,original,2,2020-06-02
994,2020,06,중순,202006중순,상추,청,100 g,상품,646.666666666666,799.0,1.0,여름,4669.262150300666,0.1,0.0,original,2,2020-06-02
1145,2020,06,중순,202006중순,배추,배추,10키로망대,상,4909.34259259259,7488.33333333333,1.0,여름,0.0,10.0,0.0,original,2,2020-06-02
693,2020,06,하순,202006하순,깐마늘(국산),깐마늘(국산),20 kg,상품,85833.0,85833.0,2.0,여름,,20.0,0.0,average,3,2020-06-03
1448,2020,06,하순,202006하순,대파,대파(일반),1키로단,상,1310.77314814814,1555.0,2.0,여름,1763.5697065406446,1.0,0.0,original,3,2020-06-03
240,2020,06,하순,202006하순,사과,후지,10 개,상품,22429.0,23682.0,2.0,여름,13297.959622954526,3.0,0.0,original,3,2020-06-03
542,2020,06,하순,202006하순,배,신고,10 개,상품,34036.6666666666,33963.0,2.0,여름,15580.844591266354,5.0,0.0,original,3,2020-06-03
995,2020,06,하순,202006하순,상추,청,100 g,상품,643.333333333333,1078.0,2.0,여름,5275.361759545711,0.1,0.0,original,3,2020-06-03
1297,2020,06,하순,202006하순,양파,양파,1키로,상,804.407407407407,774.0,2.0,여름,0.0,1.0,0.0,original,3,2020-06-03
1146,2020,06,하순,202006하순,배추,배추,10키로망대,상,5390.17129629629,7608.125,2.0,여름,0.0,10.0,0.0,original,3,2020-06-03
391,2020,06,하순,202006하순,감자,감자 수미,20키로상자,상,21779.2083333333,20325.5,2.0,여름,16126.038132604343,20.0,0.0,original,3,2020-06-03
844,2020,06,하순,202006하순,무,무,20키로상자,상,12730.75,12730.75,2.0,여름,0.0,20.0,0.0,average,3,2020-06-03
89,2020,06,하순,202006하순,건고추,화건,30 kg,상품,442866.666666666,453457.0,2.0,여름,,30.0,,original,3,2020-06-03
241,2020,07,상순,202007상순,사과,후지,10 개,상품,22825.6666666666,24879.0,1.0,여름,13937.608489420845,3.0,0.0,original,1,2020-07-01
694,2020,07,상순,202007상순,깐마늘(국산),깐마늘(국산),20 kg,상품,88139.66666666667,88139.66666666667,1.0,여름,,20.0,0.0,average,1,2020-07-01
1298,2020,07,상순,202007상순,양파,양파,1키로,상,853.75,664.333333333333,1.0,여름,0.0,1.0,0.0,original,1,2020-07-01
1449,2020,07,상순,202007상순,대파,대파(일반),1키로단,상,1413.34722222222,1448.22222222222,1.0,여름,1833.2249345331743,1.0,0.0,original,1,2020-07-01
543,2020,07,상순,202007상순,배,신고,10 개,상품,34128.3333333333,34443.0,1.0,여름,14275.732259928094,5.0,0.0,original,1,2020-07-01
90,2020,07,상순,202007상순,건고추,화건,30 kg,상품,442116.666666666,451600.0,1.0,여름,,30.0,,original,1,2020-07-01
392,2020,07,상순,202007상순,감자,감자 수미,20키로상자,상,20240.8703703703,19618.4444444444,1.0,여름,6194.787517741713,20.0,0.0,original,1,2020-07-01
845,2020,07,상순,202007상순,무,무,20키로상자,상,11513.8888888888,11513.8888888888,1.0,여름,0.0,20.0,0.0,average,1,2020-07-01
996,2020,07,상순,202007상순,상추,청,100 g,상품,716.666666666666,1209.0,1.0,여름,7719.796400843453,0.1,0.0,original,1,2020-07-01
1147,2020,07,상순,202007상순,배추,배추,10키로망대,상,5678.10648148148,7897.44444444444,1.0,여름,0.0,10.0,0.0,original,1,2020-07-01
1450,2020,07,중순,202007중순,대파,대파(일반),1키로단,상,1351.18518518518,1758.0,2.0,여름,1710.9151708415661,1.0,0.0,original,2,2020-07-02
544,2020,07,중순,202007중순,배,신고,10 개,상품,34130.0,34696.0,2.0,여름,12345.947326323321,5.0,0.0,original,2,2020-07-02
242,2020,07,중순,202007중순,사과,후지,10 개,상품,22995.0,26075.0,2.0,여름,13911.657139280043,3.0,0.0,original,2,2020-07-02
1299,2020,07,중순,202007중순,양파,양파,1키로,상,858.444444444444,796.875,2.0,여름,0.0,1.0,0.0,original,2,2020-07-02
393,2020,07,중순,202007중순,감자,감자 수미,20키로상자,상,21934.5277777777,20345.875,2.0,여름,6837.966445881792,20.0,0.0,original,2,2020-07-02
1148,2020,07,중순,202007중순,배추,배추,10키로망대,상,6954.51851851851,11235.625,2.0,여름,0.0,10.0,0.0,original,2,2020-07-02
91,2020,07,중순,202007중순,건고추,화건,30 kg,상품,439366.666666666,451933.0,2.0,여름,,30.0,,original,2,2020-07-02
846,2020,07,중순,202007중순,무,무,20키로상자,상,11745.75,11745.75,2.0,여름,0.0,20.0,0.0,average,2,2020-07-02
997,2020,07,중순,202007중순,상추,청,100 g,상품,1051.66666666666,1348.0,2.0,여름,11962.865055168577,0.1,0.0,original,2,2020-07-02
695,2020,07,중순,202007중순,깐마늘(국산),깐마늘(국산),20 kg,상품,106408.0,106408.0,2.0,여름,,20.0,0.0,average,2,2020-07-02
1149,2020,07,하순,202007하순,배추,배추,10키로망대,상,8309.14814814814,12039.8,1.0,여름,0.0,10.0,0.0,original,3,2020-07-03
1300,2020,07,하순,202007하순,양파,양파,1키로,상,917.148148148147,899.8,1.0,여름,0.0,1.0,0.0,original,3,2020-07-03
998,2020,07,하순,202007하순,상추,청,100 g,상품,1036.33333333333,1360.0,1.0,여름,8923.616757293545,0.1,0.0,original,3,2020-07-03
847,2020,07,하순,202007하순,무,무,20키로상자,상,10808.7,10808.7,1.0,여름,0.0,20.0,0.0,average,3,2020-07-03
243,2020,07,하순,202007하순,사과,후지,10 개,상품,22970.6666666666,26973.0,1.0,여름,10643.68251278219,3.0,0.0,original,3,2020-07-03
545,2020,07,하순,202007하순,배,신고,10 개,상품,33537.3333333333,35224.0,1.0,여름,11157.909536066867,5.0,0.0,original,3,2020-07-03
92,2020,07,하순,202007하순,건고추,화건,30 kg,상품,435973.666666666,453933.0,1.0,여름,,30.0,,original,3,2020-07-03
394,2020,07,하순,202007하순,감자,감자 수미,20키로상자,상,23553.7851851851,22674.9,1.0,여름,6845.72412112677,20.0,0.0,original,3,2020-07-03
696,2020,07,하순,202007하순,깐마늘(국산),깐마늘(국산),20 kg,상품,127622.5,127622.5,1.0,여름,,20.0,0.0,average,3,2020-07-03
1451,2020,07,하순,202007하순,대파,대파(일반),1키로단,상,1518.07407407407,1718.3,1.0,여름,1885.1113363498137,1.0,0.0,original,3,2020-07-03
1150,2020,08,상순,202008상순,배추,배추,10키로망대,상,9260.875,12338.7142857142,2.0,여름,0.0,10.0,0.0,original,1,2020-08-01
999,2020,08,상순,202008상순,상추,청,100 g,상품,1229.0,1632.0,2.0,여름,14184.653603619723,0.1,0.0,original,1,2020-08-01
244,2020,08,상순,202008상순,사과,후지,10 개,상품,23419.3333333333,27768.0,2.0,여름,11735.546226832723,3.0,0.0,original,1,2020-08-01
848,2020,08,상순,202008상순,무,무,20키로상자,상,12764.7142857142,12764.7142857142,2.0,여름,0.0,20.0,0.0,average,1,2020-08-01
697,2020,08,상순,202008상순,깐마늘(국산),깐마늘(국산),20 kg,상품,135600.0,135600.0,2.0,여름,,20.0,0.0,average,1,2020-08-01
93,2020,08,상순,202008상순,건고추,화건,30 kg,상품,430831.0,472233.0,2.0,여름,,30.0,,original,1,2020-08-01
546,2020,08,상순,202008상순,배,신고,10 개,상품,33353.6666666666,35338.0,2.0,여름,8439.119265312978,5.0,0.0,original,1,2020-08-01
1301,2020,08,상순,202008상순,양파,양파,1키로,상,1016.70833333333,977.857142857142,2.0,여름,0.0,1.0,0.0,original,1,2020-08-01
