시점,품목명,품종명,거래단위,등급,평년 평균가격(원),평균가격(원),year
201810중순,양파,저장양파,15키로,상,1019.03703703703,1276.25957958778,2018
201810하순,양파,저장양파,15키로,상,1011.81481481481,1286.6747550646403,2018
201811상순,양파,저장양파,15키로,상,1054.29166666666,1305.301895821337,2018
201811중순,양파,저장양파,15키로,상,1036.49074074074,1297.2151129390622,2018
201811하순,양파,저장양파,15키로,상,1022.22222222222,1220.77874098988,2018
201812상순,양파,저장양파,15키로,상,1005.04166666666,1169.4539579909213,2018
201812중순,양파,저장양파,15키로,상,977.138888888889,1254.0271857814,2018
201812하순,양파,저장양파,15키로,상,983.333333333333,1171.707241146973,2018
201901상순,양파,저장양파,15키로,상,1056.36309523809,1301.238832860582,2019
201901중순,양파,저장양파,15키로,상,996.013888888888,1050.2552790357772,2019
201901하순,양파,저장양파,15키로,상,1019.64814814814,1035.7892011739243,2019
201902상순,양파,저장양파,15키로,상,1052.62962962962,1100.3232307632495,2019
201902중순,양파,저장양파,15키로,상,1033.76388888888,1163.2949840310455,2019
201902하순,양파,저장양파,15키로,상,1031.65873015873,1069.730083455939,2019
201903상순,양파,저장양파,15키로,상,995.898148148148,1204.8305035409355,2019
201903중순,양파,저장양파,15키로,상,892.310185185185,1202.9527675775585,2019
201903하순,양파,저장양파,15키로,상,909.922222222222,1374.4025792735938,2019
201904상순,양파,저장양파,15키로,상,944.777777777777,1813.041700318345,2019
201904중순,양파,저장양파,15키로,상,834.069444444444,1755.1573596873363,2019
201904하순,양파,저장양파,15키로,상,812.444444444444,1314.5653932406617,2019
201905상순,양파,저장양파,15키로,상,753.513888888888,1308.105981526645,2019
201905중순,양파,저장양파,15키로,상,636.166666666666,880.8083857006765,2019
201905하순,양파,저장양파,15키로,상,600.318518518518,898.6093226334863,2019
201906상순,양파,저장양파,15키로,상,722.194444444444,837.3200207888754,2019
201906중순,양파,저장양파,15키로,상,807.606481481481,716.8444813786341,2019
201906하순,양파,저장양파,15키로,상,804.407407407407,810.505951231858,2019
201907상순,양파,저장양파,15키로,상,853.75,702.8240528520887,2019
201907중순,양파,저장양파,15키로,상,858.444444444444,744.4847547595383,2019
201907하순,양파,저장양파,15키로,상,917.148148148148,769.1206505990375,2019
201908상순,양파,저장양파,15키로,상,1016.70833333333,970.4890553115408,2019
201908중순,양파,저장양파,15키로,상,949.597222222222,905.369172101642,2019
201908하순,양파,저장양파,15키로,상,942.829629629629,853.5436595124488,2019
201909상순,양파,저장양파,15키로,상,960.425925925926,893.4267713745669,2019
201909중순,양파,저장양파,15키로,상,963.466666666666,971.358178814588,2019
201909하순,양파,저장양파,15키로,상,935.199999999999,890.4975032716995,2019
201910상순,양파,저장양파,15키로,상,1016.27129629629,810.9816443425785,2019
201910중순,양파,저장양파,15키로,상,947.703703703703,919.3395276691634,2019
201910하순,양파,저장양파,15키로,상,933.074074074074,942.0526218821664,2019
201911상순,양파,저장양파,15키로,상,979.703703703703,954.7160732191778,2019
201911중순,양파,저장양파,15키로,상,975.958333333333,1039.3143374891688,2019
201911하순,양파,저장양파,15키로,상,952.703703703703,1156.2847697677728,2019
201912상순,양파,저장양파,15키로,상,935.5,1445.030487976065,2019
201912중순,양파,저장양파,15키로,상,949.472222222222,1312.31211008461,2019
201912하순,양파,저장양파,15키로,상,933.925925925926,1413.459487311827,2019
202001상순,양파,저장양파,15키로,상,1032.5238095238,1682.623101902048,2020
202001중순,양파,저장양파,15키로,상,940.097222222222,1619.2092759388747,2020
202001하순,양파,저장양파,15키로,상,964.625925925925,1675.9920114713818,2020
202002상순,양파,저장양파,15키로,상,1003.76296296296,1675.3160265245665,2020
202002중순,양파,저장양파,15키로,상,1017.09722222222,1829.2653390419184,2020
202002하순,양파,저장양파,15키로,상,1031.65873015873,2685.6881936982254,2020
202003상순,양파,저장양파,15키로,상,995.898148148148,2040.5732261205744,2020
202003중순,양파,저장양파,15키로,상,892.310185185185,1965.2634957494145,2020
202003하순,양파,저장양파,15키로,상,949.403703703703,2025.9519220857333,2020
202004상순,양파,저장양파,15키로,상,1064.28703703703,1949.640732534116,2020
202004중순,양파,저장양파,15키로,상,923.0,1777.6150818093213,2020
202004하순,양파,저장양파,15키로,상,812.444444444444,1640.1898457696673,2020
202005상순,양파,저장양파,15키로,상,788.810185185185,1543.4989618955317,2020
202005중순,양파,저장양파,15키로,상,636.166666666666,1540.4445113951049,2020
202005하순,양파,저장양파,15키로,상,600.318518518518,1278.0622061126214,2020
202006상순,양파,저장양파,15키로,상,722.194444444444,1105.6109352361177,2020
202006중순,양파,저장양파,15키로,상,807.606481481481,1259.4350653559245,2020
202006하순,양파,저장양파,15키로,상,804.407407407407,11395.0,2020
202007상순,양파,저장양파,15키로,상,853.75,9757.11111111111,2020
202007중순,양파,저장양파,15키로,상,858.444444444444,11362.875,2020
202007하순,양파,저장양파,15키로,상,917.148148148147,13240.9,2020
202008상순,양파,저장양파,15키로,상,1016.70833333333,14466.8571428571,2020
202008중순,양파,저장양파,15키로,상,949.597222222222,14198.0,2020
202008하순,양파,저장양파,15키로,상,942.829629629629,14038.0,2020
202009상순,양파,저장양파,15키로,상,960.425925925926,14480.7777777777,2020
202009중순,양파,저장양파,15키로,상,963.466666666666,14652.625,2020
202009하순,양파,저장양파,15키로,상,935.199999999999,15083.0,2020
202010상순,양파,저장양파,15키로,상,1016.27129629629,18011.0,2020
202010중순,양파,저장양파,15키로,상,947.703703703703,17037.25,2020
202010하순,양파,저장양파,15키로,상,933.074074074073,17050.0,2020
202011상순,양파,저장양파,15키로,상,979.703703703703,18334.75,2020
202011중순,양파,저장양파,15키로,상,975.958333333333,18521.5555555555,2020
202011하순,양파,저장양파,15키로,상,952.703703703703,18357.875,2020
202012상순,양파,저장양파,15키로,상,986.458333333333,17593.5555555555,2020
202012중순,양파,저장양파,15키로,상,960.249999999999,17415.0,2020
202012하순,양파,저장양파,15키로,상,978.629629629629,18372.4,2020
202101상순,양파,저장양파,15키로,상,1103.04761904761,21515.8333333333,2021
202101중순,양파,저장양파,15키로,상,1045.30555555555,24221.8888888888,2021
202101하순,양파,저장양파,15키로,상,1083.00925925925,22843.4444444444,2021
202102상순,양파,저장양파,15키로,상,1110.08796296296,24084.7777777777,2021
202102중순,양파,저장양파,15키로,상,1139.68981481481,27343.4285714285,2021
202102하순,양파,저장양파,15키로,상,1254.67261904761,28317.5,2021
202103상순,양파,저장양파,15키로,상,1127.48148148148,26621.2222222222,2021
202103중순,양파,저장양파,15키로,상,1032.5324074074,26391.7777777777,2021
202103하순,양파,저장양파,15키로,상,1092.47777777777,23112.1111111111,2021
202104상순,양파,저장양파,15키로,상,1150.69444444444,25221.2222222222,2021
202104중순,양파,저장양파,15키로,상,998.449074074074,25167.0,2021
202104하순,양파,저장양파,15키로,상,837.37037037037,1289.4788407699502,2021
202105상순,양파,저장양파,15키로,상,805.935185185185,1191.0854762890192,2021
202105중순,양파,저장양파,15키로,상,669.388888888888,942.573380656008,2021
202105하순,양파,저장양파,15키로,상,622.725925925925,989.4416703018868,2021
202106상순,양파,저장양파,15키로,상,656.231481481481,1038.112586472607,2021
202106중순,양파,저장양파,15키로,상,708.310185185185,1252.1494498180248,2021
202106하순,양파,저장양파,15키로,상,703.074074074074,1239.606173582668,2021
202107상순,양파,저장양파,15키로,상,692.402777777777,1219.7772818094118,2021
202107중순,양파,저장양파,15키로,상,726.291666666666,1231.869901413558,2021
202107하순,양파,저장양파,15키로,상,827.748148148148,11888.0,2021
202108상순,양파,저장양파,15키로,상,919.952380952381,13218.1428571428,2021
202108중순,양파,저장양파,15키로,상,870.467592592592,13176.2222222222,2021
202108하순,양파,저장양파,15키로,상,899.374074074074,12925.3333333333,2021
202109상순,양파,저장양파,15키로,상,925.699074074074,13903.3333333333,2021
202109중순,양파,저장양파,15키로,상,914.53611111111,13598.4285714285,2021
202109하순,양파,저장양파,15키로,상,903.644444444444,12745.8333333333,2021
202110상순,양파,저장양파,15키로,상,1010.06018518518,13339.875,2021
202110중순,양파,저장양파,15키로,상,933.449074074074,13134.2222222222,2021
202110하순,양파,저장양파,15키로,상,933.074074074074,13962.7777777777,2021
202111상순,양파,저장양파,15키로,상,979.703703703703,13577.4444444444,2021
202111중순,양파,저장양파,15키로,상,975.958333333333,13195.6666666666,2021
202111하순,양파,저장양파,15키로,상,952.703703703703,12053.875,2021
202112상순,양파,저장양파,15키로,상,986.458333333333,11979.3333333333,2021
202112중순,양파,저장양파,15키로,상,960.249999999999,10953.375,2021
202112하순,양파,저장양파,15키로,상,978.629629629629,9932.4,2021
201801상순,양파,조생양파,15키로,상,1149.125,1144.42857142857,2018
201801중순,양파,조생양파,15키로,상,1125.01388888888,1041.22222222222,2018
201801하순,양파,조생양파,15키로,상,1180.73333333333,1036.44444444444,2018
201802상순,양파,조생양파,15키로,상,1192.2037037037,1045.77777777777,2018
201802중순,양파,조생양파,15키로,상,1133.85648148148,1098.16666666666,2018
201802하순,양파,조생양파,15키로,상,1227.75396825396,922.142857142857,2018
201803상순,양파,조생양파,15키로,상,1242.89814814814,879.0,2018
201803중순,양파,조생양파,15키로,상,1173.18518518518,675.125,2018
201803하순,양파,조생양파,15키로,상,1234.45555555555,644.0,2018
201804상순,양파,조생양파,15키로,상,1276.02777777777,647.25,2018
201804중순,양파,조생양파,15키로,상,1062.51388888888,759.777777777777,2018
201804하순,양파,조생양파,15키로,상,812.444444444444,954.375,2018
201805상순,양파,조생양파,15키로,상,796.217592592592,835.888888888888,2018
201805중순,양파,조생양파,15키로,상,769.962962962962,592.5,2018
201805하순,양파,조생양파,15키로,상,738.074074074074,553.4,2018
201806상순,양파,조생양파,15키로,상,828.569444444444,679.25,2018
201806중순,양파,조생양파,15키로,상,911.421296296296,741.888888888888,2018
201806하순,양파,조생양파,15키로,상,863.939814814814,658.777777777777,2018
201807상순,양파,조생양파,15키로,상,904.180555555555,697.375,2018
201807중순,양파,조생양파,15키로,상,878.629629629629,712.666666666666,2018
201807하순,양파,조생양파,15키로,상,921.111111111111,799.222222222222,2018
201808상순,양파,조생양파,15키로,상,995.268518518518,910.875,2018
201808중순,양파,조생양파,15키로,상,990.555555555555,803.625,2018
201808하순,양파,조생양파,15키로,상,975.196296296296,809.9,2018
201809상순,양파,조생양파,15키로,상,996.134259259259,789.875,2018
201809중순,양파,조생양파,15키로,상,1024.30793650793,764.333333333333,2018
201809하순,양파,조생양파,15키로,상,1012.33333333333,717.6,2018
201810상순,양파,조생양파,15키로,상,1048.71574074074,807.888888888888,2018
201810중순,양파,조생양파,15키로,상,1019.03703703703,708.0,2018
201810하순,양파,조생양파,15키로,상,1011.81481481481,713.777777777777,2018
201811상순,양파,조생양파,15키로,상,1054.29166666666,724.111111111111,2018
201811중순,양파,조생양파,15키로,상,1036.49074074074,719.625,2018
201811하순,양파,조생양파,15키로,상,1022.22222222222,677.222222222222,2018
201812상순,양파,조생양파,15키로,상,1005.04166666666,648.75,2018
201812중순,양파,조생양파,15키로,상,977.138888888889,695.666666666666,2018
201812하순,양파,조생양파,15키로,상,983.333333333333,650.0,2018
201901상순,양파,조생양파,15키로,상,1056.36309523809,721.857142857142,2019
201901중순,양파,조생양파,15키로,상,996.013888888888,582.625,2019
201901하순,양파,조생양파,15키로,상,1019.64814814814,574.6,2019
201902상순,양파,조생양파,15키로,상,1052.62962962962,610.4,2019
201902중순,양파,조생양파,15키로,상,1033.76388888888,645.333333333333,2019
201902하순,양파,조생양파,15키로,상,1031.65873015873,593.428571428571,2019
201903상순,양파,조생양파,15키로,상,995.898148148148,668.375,2019
201903중순,양파,조생양파,15키로,상,892.310185185185,667.333333333333,2019
201903하순,양파,조생양파,15키로,상,909.922222222222,762.444444444444,2019
201904상순,양파,조생양파,15키로,상,944.777777777777,1005.77777777777,2019
201904중순,양파,조생양파,15키로,상,834.069444444444,973.666666666666,2019
201904하순,양파,조생양파,15키로,상,812.444444444444,729.25,2019
201905상순,양파,조생양파,15키로,상,753.513888888888,725.666666666666,2019
201905중순,양파,조생양파,15키로,상,636.166666666666,488.625,2019
201905하순,양파,조생양파,15키로,상,600.318518518518,498.5,2019
201906상순,양파,조생양파,15키로,상,722.194444444444,464.5,2019
201906중순,양파,조생양파,15키로,상,807.606481481481,397.666666666666,2019
201906하순,양파,조생양파,15키로,상,804.407407407407,449.625,2019
201907상순,양파,조생양파,15키로,상,853.75,389.888888888888,2019
201907중순,양파,조생양파,15키로,상,858.444444444444,413.0,2019
201907하순,양파,조생양파,15키로,상,917.148148148148,426.666666666666,2019
201908상순,양파,조생양파,15키로,상,1016.70833333333,538.375,2019
201908중순,양파,조생양파,15키로,상,949.597222222222,502.25,2019
201908하순,양파,조생양파,15키로,상,942.829629629629,473.5,2019
201909상순,양파,조생양파,15키로,상,960.425925925926,495.625,2019
201909중순,양파,조생양파,15키로,상,963.466666666666,538.857142857142,2019
201909하순,양파,조생양파,15키로,상,935.199999999999,494.0,2019
201910상순,양파,조생양파,15키로,상,1016.27129629629,449.888888888888,2019
201910중순,양파,조생양파,15키로,상,947.703703703703,510.0,2019
201910하순,양파,조생양파,15키로,상,933.074074074074,522.6,2019
201911상순,양파,조생양파,15키로,상,979.703703703703,529.625,2019
201911중순,양파,조생양파,15키로,상,975.958333333333,576.555555555555,2019
201911하순,양파,조생양파,15키로,상,952.703703703703,641.444444444444,2019
201912상순,양파,조생양파,15키로,상,935.5,801.625,2019
201912중순,양파,조생양파,15키로,상,949.472222222222,728.0,2019
201912하순,양파,조생양파,15키로,상,933.925925925926,784.111111111111,2019
202001상순,양파,조생양파,15키로,상,1032.5238095238,933.428571428571,2020
202001중순,양파,조생양파,15키로,상,940.097222222222,898.25,2020
202001하순,양파,조생양파,15키로,상,964.625925925925,929.75,2020
202002상순,양파,조생양파,15키로,상,1003.76296296296,929.375,2020
202002중순,양파,조생양파,15키로,상,1017.09722222222,1014.77777777777,2020
202002하순,양파,조생양파,15키로,상,1031.65873015873,1489.875,2020
202003상순,양파,조생양파,15키로,상,995.898148148148,1132.0,2020
202003중순,양파,조생양파,15키로,상,892.310185185185,1090.22222222222,2020
202003하순,양파,조생양파,15키로,상,949.403703703703,1123.88888888888,2020
202004상순,양파,조생양파,15키로,상,1064.28703703703,1081.55555555555,2020
202004중순,양파,조생양파,15키로,상,923.0,986.125,2020
202004하순,양파,조생양파,15키로,상,812.444444444444,909.888888888888,2020
202005상순,양파,조생양파,15키로,상,788.810185185185,856.25,2020
202005중순,양파,조생양파,15키로,상,636.166666666666,854.555555555555,2020
202005하순,양파,조생양파,15키로,상,600.318518518518,709.0,2020
202006상순,양파,조생양파,15키로,상,722.194444444444,613.333333333333,2020
202006중순,양파,조생양파,15키로,상,807.606481481481,698.666666666666,2020
202006하순,양파,조생양파,15키로,상,804.407407407407,774.0,2020
202007상순,양파,조생양파,15키로,상,853.75,664.333333333333,2020
202007중순,양파,조생양파,15키로,상,858.444444444444,796.875,2020
202007하순,양파,조생양파,15키로,상,917.148148148147,899.8,2020
202008상순,양파,조생양파,15키로,상,1016.70833333333,977.857142857142,2020
202008중순,양파,조생양파,15키로,상,949.597222222222,1002.11111111111,2020
202008하순,양파,조생양파,15키로,상,942.829629629629,1009.33333333333,2020
202009상순,양파,조생양파,15키로,상,960.425925925926,1102.44444444444,2020
202009중순,양파,조생양파,15키로,상,963.466666666666,1043.875,2020
202009하순,양파,조생양파,15키로,상,935.199999999999,1063.44444444444,2020
202010상순,양파,조생양파,15키로,상,1016.27129629629,1245.16666666666,2020
202010중순,양파,조생양파,15키로,상,947.703703703703,1169.125,2020
202010하순,양파,조생양파,15키로,상,933.074074074073,1221.1,2020
202011상순,양파,조생양파,15키로,상,979.703703703703,1283.375,2020
202011중순,양파,조생양파,15키로,상,975.958333333333,1296.44444444444,2020
202011하순,양파,조생양파,15키로,상,952.703703703703,1333.5,2020
202012상순,양파,조생양파,15키로,상,986.458333333333,1294.22222222222,2020
202012중순,양파,조생양파,15키로,상,960.249999999999,1289.875,2020
202012하순,양파,조생양파,15키로,상,978.629629629629,1419.7,2020
202101상순,양파,조생양파,15키로,상,1103.04761904761,1571.16666666666,2021
202101중순,양파,조생양파,15키로,상,1045.30555555555,1707.22222222222,2021
202101하순,양파,조생양파,15키로,상,1083.00925925925,1691.44444444444,2021
202102상순,양파,조생양파,15키로,상,1110.08796296296,1752.11111111111,2021
202102중순,양파,조생양파,15키로,상,1139.68981481481,2001.42857142857,2021
202102하순,양파,조생양파,15키로,상,1254.67261904761,2021.16666666666,2021
202103상순,양파,조생양파,15키로,상,1127.48148148148,1825.0,2021
202103중순,양파,조생양파,15키로,상,1032.5324074074,1973.22222222222,2021
202103하순,양파,조생양파,15키로,상,1092.47777777777,1555.55555555555,2021
202104상순,양파,조생양파,15키로,상,1150.69444444444,1348.88888888888,2021
202104중순,양파,조생양파,15키로,상,998.449074074074,944.75,2021
202104하순,양파,조생양파,15키로,상,837.37037037037,715.333333333333,2021
202105상순,양파,조생양파,15키로,상,805.935185185185,660.75,2021
202105중순,양파,조생양파,15키로,상,669.388888888888,522.888888888888,2021
202105하순,양파,조생양파,15키로,상,622.725925925925,548.888888888888,2021
202106상순,양파,조생양파,15키로,상,656.231481481481,575.888888888888,2021
202106중순,양파,조생양파,15키로,상,708.310185185185,694.625,2021
202106하순,양파,조생양파,15키로,상,703.074074074074,687.666666666666,2021
202107상순,양파,조생양파,15키로,상,692.402777777777,676.666666666666,2021
202107중순,양파,조생양파,15키로,상,726.291666666666,683.375,2021
202107하순,양파,조생양파,15키로,상,827.748148148148,735.5,2021
202108상순,양파,조생양파,15키로,상,919.952380952381,911.857142857142,2021
202108중순,양파,조생양파,15키로,상,870.467592592592,873.888888888888,2021
202108하순,양파,조생양파,15키로,상,899.374074074074,874.0,2021
202109상순,양파,조생양파,15키로,상,925.699074074074,959.666666666666,2021
202109중순,양파,조생양파,15키로,상,914.53611111111,907.857142857142,2021
202109하순,양파,조생양파,15키로,상,903.644444444444,854.833333333333,2021
202110상순,양파,조생양파,15키로,상,1010.06018518518,892.875,2021
202110중순,양파,조생양파,15키로,상,933.449074074074,900.333333333333,2021
202110하순,양파,조생양파,15키로,상,933.074074074074,937.333333333333,2021
202111상순,양파,조생양파,15키로,상,979.703703703703,907.333333333333,2021
202111중순,양파,조생양파,15키로,상,975.958333333333,908.666666666666,2021
202111하순,양파,조생양파,15키로,상,952.703703703703,855.0,2021
202112상순,양파,조생양파,15키로,상,986.458333333333,816.333333333333,2021
202112중순,양파,조생양파,15키로,상,960.249999999999,734.875,2021
202112하순,양파,조생양파,15키로,상,978.629629629629,695.1,2021
201801상순,양파,양파,15키로,하,860.439814814814,13536.8571428571,2018
201801중순,양파,양파,15키로,하,1159.341269841265,12705.5555555555,2018
201801하순,양파,양파,15키로,하,1093.875992063485,11462.4444444444,2018
201802상순,양파,양파,15키로,하,1006.412962962961,11828.5555555555,2018
201802중순,양파,양파,15키로,하,1303.75396825396,12390.8,2018
201802하순,양파,양파,15키로,하,1040.766203703695,10124.8571428571,2018
201803상순,양파,양파,15키로,하,1014.6164021163992,9940.77777777777,2018
201803중순,양파,양파,15키로,하,1130.6791666666654,7382.125,2018
201803하순,양파,양파,15키로,하,1273.25694444444,4936.5,2018
201804상순,양파,양파,15키로,하,1025.4962962962936,3504.875,2018
201804중순,양파,양파,15키로,하,870.263888888888,6397.55555555555,2018
201804하순,양파,양파,15키로,하,929.365740740736,10376.25,2018
201805상순,양파,양파,15키로,하,743.7962962962961,9944.11111111111,2018
201805중순,양파,양파,15키로,하,852.2731481481475,7362.5,2018
201805하순,양파,양파,15키로,하,799.266203703703,6918.0,2018
201806상순,양파,양파,15키로,하,872.0300925925919,6847.75,2018
201806중순,양파,양파,15키로,하,736.497685185185,5821.66666666666,2018
201806하순,양파,양파,15키로,하,836.80787037037,5848.77777777777,2018
201807상순,양파,양파,15키로,하,781.65509259259,6401.0,2018
201807중순,양파,양파,15키로,하,994.2384259259225,5928.66666666666,2018
201807하순,양파,양파,15키로,하,550.5416666666665,5715.77777777777,2018
201808상순,양파,양파,15키로,하,812.817129629629,7593.625,2018
201808중순,양파,양파,15키로,하,848.1597222222215,7588.25,2018
201808하순,양파,양파,15키로,하,1034.831018518517,8110.1,2018
201809상순,양파,양파,15키로,하,999.752116402113,8427.0,2018
201809중순,양파,양파,15키로,하,842.027116402116,7788.11111111111,2018
201809하순,양파,양파,15키로,하,1142.7253306878251,6547.0,2018
201810상순,양파,양파,15키로,하,1064.80092592592,6474.66666666666,2018
201810중순,양파,양파,15키로,하,1041.480092592592,6740.77777777777,2018
201810하순,양파,양파,15키로,하,960.8472222222206,7451.66666666666,2018
201811상순,양파,양파,15키로,하,945.9930555555554,7612.0,2018
201811중순,양파,양파,15키로,하,777.5624999999995,7669.75,2018
201811하순,양파,양파,15키로,하,960.4722222222216,7157.88888888888,2018
201812상순,양파,양파,15키로,하,927.8912037037026,5811.5,2018
201812중순,양파,양파,15키로,하,920.7393518518484,6369.55555555555,2018
201812하순,양파,양파,15키로,하,1016.7509920634895,5208.0,2018
201901상순,양파,양파,15키로,하,932.5115740740736,6949.14285714285,2019
201901중순,양파,양파,15키로,하,1087.813822751322,4843.5,2019
201901하순,양파,양파,15키로,하,1215.812169312165,5145.8,2019
201902상순,양파,양파,15키로,하,815.004629629629,5358.8,2019
201902중순,양파,양파,15키로,하,814.1534391534385,5587.77777777777,2019
201902하순,양파,양파,15키로,하,1219.55555555555,5350.14285714285,2019
201903상순,양파,양파,15키로,하,1076.278439153435,5945.25,2019
201903중순,양파,양파,15키로,하,952.910185185185,6628.22222222222,2019
201903하순,양파,양파,15키로,하,520.194444444444,7687.11111111111,2019
201904상순,양파,양파,15키로,하,441.0657407407405,10251.5555555555,2019
201904중순,양파,양파,15키로,하,984.4305555555536,11559.7777777777,2019
201904하순,양파,양파,15키로,하,941.3495370370345,8467.75,2019
201905상순,양파,양파,15키로,하,517.3263888888885,8497.66666666666,2019
201905중순,양파,양파,15키로,하,723.6069444444436,5584.875,2019
201905하순,양파,양파,15키로,하,632.3124999999995,5623.8,2019
201906상순,양파,양파,15키로,하,428.905555555555,6047.25,2019
201906중순,양파,양파,15키로,하,883.5740740740735,4549.88888888888,2019
201906하순,양파,양파,15키로,하,812.6481481481475,4729.375,2019
201907상순,양파,양파,15키로,하,718.425925925922,3586.66666666666,2019
201907중순,양파,양파,15키로,하,885.449074074074,3863.44444444444,2019
201907하순,양파,양파,15키로,하,937.576388888887,3214.33333333333,2019
201908상순,양파,양파,15키로,하,710.1458333333326,4631.875,2019
201908중순,양파,양파,15키로,하,800.32546296296,5467.375,2019
201908하순,양파,양파,15키로,하,1014.956018518516,5736.1,2019
201909상순,양파,양파,15키로,하,953.1481481481476,5804.875,2019
201909중순,양파,양파,15키로,하,888.257407407405,6382.28571428571,2019
201909하순,양파,양파,15키로,하,898.385648148146,6102.875,2019
201910상순,양파,양파,15키로,하,857.7444444444441,5587.0,2019
201910중순,양파,양파,15키로,하,817.4782407407374,6602.5,2019
201910하순,양파,양파,15키로,하,807.74074074074,6816.8,2019
201911상순,양파,양파,15키로,하,1028.7013888888864,6873.5,2019
201911중순,양파,양파,15키로,하,806.7962962962955,7348.0,2019
201911하순,양파,양파,15키로,하,862.4097222222206,8297.0,2019
201912상순,양파,양파,15키로,하,1123.567129629625,9968.375,2019
201912중순,양파,양파,15키로,하,1017.25185185185,8769.0,2019
201912하순,양파,양파,15키로,하,1078.212301587301,9490.11111111111,2019
202001상순,양파,양파,15키로,하,712.9106481481481,11520.1428571428,2020
202001중순,양파,양파,15키로,하,839.1833333333325,11071.125,2020
202001하순,양파,양파,15키로,하,971.930092592591,11192.25,2020
202002상순,양파,양파,15키로,하,1213.97083333333,11683.0,2020
202002중순,양파,양파,15키로,하,770.722883597883,12893.1111111111,2020
202002하순,양파,양파,15키로,하,946.970899470899,17531.5,2020
202003상순,양파,양파,15키로,하,1065.7423941798925,11860.375,2020
202003중순,양파,양파,15키로,하,1093.8824074074064,10953.0,2020
202003하순,양파,양파,15키로,하,547.009259259259,10948.7777777777,2020
202004상순,양파,양파,15키로,하,970.605555555551,11114.3333333333,2020
202004중순,양파,양파,15키로,하,975.0370370370364,11865.75,2020
202004하순,양파,양파,15키로,하,855.9050925925925,10966.4444444444,2020
202005상순,양파,양파,15키로,하,612.0624999999995,9729.5,2020
202005중순,양파,양파,15키로,하,758.2101851851845,8217.44444444444,2020
202005하순,양파,양파,15키로,하,685.881944444444,6471.22222222222,2020
202006상순,양파,양파,15키로,하,687.6134259259255,7253.88888888888,2020
202006중순,양파,양파,15키로,하,523.5300925925919,8031.33333333333,2020
202006하순,양파,양파,15키로,하,741.6990740740735,9049.75,2020
202007상순,양파,양파,15키로,하,737.37037037037,7090.44444444444,2020
202007중순,양파,양파,15키로,하,885.4490740740735,8738.375,2020
202007하순,양파,양파,15키로,하,748.0810185185151,10445.5,2020
202008상순,양파,양파,15키로,하,606.0902777777775,11017.7142857142,2020
202008중순,양파,양파,15키로,하,896.7504629629609,12201.0,2020
202008하순,양파,양파,15키로,하,809.048611111111,11810.5555555555,2020
202009상순,양파,양파,15키로,하,1103.07407407407,12648.4444444444,2020
202009중순,양파,양파,15키로,하,865.7013888888885,13367.125,2020
202009하순,양파,양파,15키로,하,912.3777116402096,13806.7777777777,2020
202010상순,양파,양파,15키로,하,941.451851851851,16859.6666666666,2020
202010중순,양파,양파,15키로,하,885.802314814814,15322.875,2020
202010하순,양파,양파,15키로,하,888.05787037037,15741.2,2020
202011상순,양파,양파,15키로,하,1028.7013888888864,17581.875,2020
202011중순,양파,양파,15키로,하,1025.4074074074065,16768.8888888888,2020
202011하순,양파,양파,15키로,하,870.1388888888885,16322.625,2020
202012상순,양파,양파,15키로,하,1035.2175925925894,15865.1111111111,2020
202012중순,양파,양파,15키로,하,905.862037037035,15521.0,2020
202012하순,양파,양파,15키로,하,966.6564153439124,16634.5,2020
202101상순,양파,양파,15키로,하,1039.9634259259224,18908.1666666666,2021
202101중순,양파,양파,15키로,하,1093.02843915343,22021.1111111111,2021
202101하순,양파,양파,15키로,하,957.8749999999984,20957.3333333333,2021
202102상순,양파,양파,15키로,하,893.3124999999995,22571.4444444444,2021
202102중순,양파,양파,15키로,하,1387.03604497354,25433.1428571428,2021
202102하순,양파,양파,15키로,하,1111.840277777776,26721.3333333333,2021
202103상순,양파,양파,15키로,하,951.9358465608424,23419.6666666666,2021
202103중순,양파,양파,15키로,하,1049.6157407407395,22660.7777777777,2021
202103하순,양파,양파,15키로,하,1009.7268518518496,16874.4444444444,2021
202104상순,양파,양파,15키로,하,1045.463425925922,14696.1111111111,2021
202104중순,양파,양파,15키로,하,1227.152777777775,10163.0,2021
202104하순,양파,양파,15키로,하,979.4675925925924,8591.11111111111,2021
202105상순,양파,양파,15키로,하,627.0486111111105,8391.625,2021
202105중순,양파,양파,15키로,하,752.6638888888886,6657.77777777777,2021
202105하순,양파,양파,15키로,하,828.0810185185176,6352.66666666666,2021
202106상순,양파,양파,15키로,하,601.464814814814,7092.11111111111,2021
202106중순,양파,양파,15키로,하,615.6874999999995,8989.0,2021
202106하순,양파,양파,15키로,하,700.3564814814811,8299.66666666666,2021
202107상순,양파,양파,15키로,하,11144.12962962958,7405.44444444444,2021
202107중순,양파,양파,15키로,하,10756.054629629603,6421.625,2021
202107하순,양파,양파,15키로,하,11377.587301587297,7150.6,2021
202108상순,양파,양파,15키로,하,6010.00138888885,10154.2857142857,2021
202108중순,양파,양파,15키로,하,826.483002645499,10986.6666666666,2021
202108하순,양파,양파,15키로,하,9286.374999999964,11296.7777777777,2021
202109상순,양파,양파,15키로,하,778.3846560846555,12683.4444444444,2021
202109중순,양파,양파,15키로,하,18044.544907407348,11592.7142857142,2021
