,YYYYMMSOON,품목코드 ,품목명,품종코드 ,품종명,등급명,유통단계별 무게 ,유통단계별 단위 ,평균가격(원),전순 평균가격(원) PreVious SOON,전달 평균가격(원) PreVious MMonth,전년 평균가격(원) PreVious YeaR,평년 평균가격(원) Common Year SOON
489,202008상순,412.0,배,1.0,신고,상품,개,10.0,35338.0,0.0,34443.0,45823.0,33353.6666666666
490,202008중순,412.0,배,1.0,신고,상품,개,10.0,35367.0,0.0,34696.0,45736.0,32970.6666666666
491,202008하순,412.0,배,1.0,신고,상품,개,10.0,36155.0,0.0,35224.0,43486.0,31324.3333333333
492,202009상순,412.0,배,1.0,신고,상품,개,10.0,37269.0,0.0,35338.0,36613.0,30690.0
493,202009중순,412.0,배,1.0,신고,상품,개,10.0,29846.0,0.0,35367.0,34958.0,31519.6666666666
494,202009하순,412.0,배,1.0,신고,상품,개,10.0,36920.0,0.0,36155.0,34803.0,32161.6666666666
495,202010상순,412.0,배,1.0,신고,상품,개,10.0,37215.0,0.0,37269.0,33689.0,31892.6666666666
496,202010중순,412.0,배,1.0,신고,상품,개,10.0,36568.0,0.0,29846.0,32626.0,30900.0
497,202010하순,412.0,배,1.0,신고,상품,개,10.0,35732.0,0.0,36920.0,32074.0,30038.6666666666
498,202011상순,412.0,배,1.0,신고,상품,개,10.0,36707.0,0.0,37215.0,31478.0,29499.6666666666
499,202011중순,412.0,배,1.0,신고,상품,개,10.0,36354.0,0.0,36568.0,30789.0,29650.3333333333
500,202011하순,412.0,배,1.0,신고,상품,개,10.0,36455.0,0.0,35732.0,30527.0,29355.6666666666
501,202012상순,412.0,배,1.0,신고,상품,개,10.0,37346.0,0.0,36707.0,31030.0,29825.3333333333
502,202012중순,412.0,배,1.0,신고,상품,개,10.0,38155.0,0.0,36354.0,31423.0,30090.3333333333
503,202012하순,412.0,배,1.0,신고,상품,개,10.0,39443.0,0.0,36455.0,31549.0,30243.0
504,202101상순,412.0,배,1.0,신고,상품,개,10.0,40309.0,0.0,37346.0,32191.0,30762.0
505,202101중순,412.0,배,1.0,신고,상품,개,10.0,41773.0,0.0,38155.0,32249.0,30966.0
506,202101하순,412.0,배,1.0,신고,상품,개,10.0,46698.0,0.0,39443.0,31685.0,30758.3333333333
507,202102상순,412.0,배,1.0,신고,상품,개,10.0,48547.0,0.0,40309.0,30074.0,30350.0
508,202102중순,412.0,배,1.0,신고,상품,개,10.0,47498.0,0.0,41773.0,31786.0,30511.6666666666
509,202102하순,412.0,배,1.0,신고,상품,개,10.0,46220.0,0.0,46698.0,32914.0,31451.6666666666
510,202103상순,412.0,배,1.0,신고,상품,개,10.0,44800.0,0.0,48547.0,32903.0,31849.0
511,202103중순,412.0,배,1.0,신고,상품,개,10.0,46270.0,0.0,47498.0,33513.0,32255.3333333333
512,202103하순,412.0,배,1.0,신고,상품,개,10.0,48163.0,0.0,46220.0,32331.0,31793.3333333333
513,202104상순,412.0,배,1.0,신고,상품,개,10.0,47176.0,0.0,44800.0,32093.0,31449.0
514,202104중순,412.0,배,1.0,신고,상품,개,10.0,46831.0,0.0,46270.0,32593.0,31701.0
515,202104하순,412.0,배,1.0,신고,상품,개,10.0,46783.0,0.0,48163.0,32784.0,31964.6666666666
516,202105상순,412.0,배,1.0,신고,상품,개,10.0,46856.0,0.0,47176.0,33112.0,32271.0
517,202105중순,412.0,배,1.0,신고,상품,개,10.0,46516.0,0.0,46831.0,32948.0,32453.6666666666
518,202105하순,412.0,배,1.0,신고,상품,개,10.0,46978.0,0.0,46783.0,32668.0,32689.3333333333
519,202106상순,412.0,배,1.0,신고,상품,개,10.0,47711.0,0.0,46856.0,32951.0,33452.0
520,202106중순,412.0,배,1.0,신고,상품,개,10.0,48455.0,0.0,46516.0,33685.0,34194.0
521,202106하순,412.0,배,1.0,신고,상품,개,10.0,49511.0,0.0,46978.0,33963.0,35246.3333333333
522,202107상순,412.0,배,1.0,신고,상품,개,10.0,50696.0,0.0,47711.0,34443.0,35426.3333333333
523,202107중순,412.0,배,1.0,신고,상품,개,10.0,52031.0,0.0,48455.0,34696.0,35536.3333333333
524,202107하순,412.0,배,1.0,신고,상품,개,10.0,52473.0,0.0,49511.0,35224.0,35734.6666666666
525,202108상순,412.0,배,1.0,신고,상품,개,10.0,53463.0,0.0,50696.0,35338.0,35682.3333333333
526,202108중순,412.0,배,1.0,신고,상품,개,10.0,52707.0,0.0,52031.0,35367.0,35024.3333333333
527,202108하순,412.0,배,1.0,신고,상품,개,10.0,50514.0,0.0,52473.0,36155.0,33978.6666666666
528,202109상순,412.0,배,1.0,신고,상품,개,10.0,32101.0,0.0,53463.0,37269.0,33994.6666666666
529,202109중순,412.0,배,1.0,신고,상품,개,10.0,32774.0,0.0,52707.0,29846.0,31897.6666666666
530,202109하순,412.0,배,1.0,신고,상품,개,10.0,36734.0,0.0,50514.0,36920.0,34123.6666666666
531,202110상순,412.0,배,1.0,신고,상품,개,10.0,35325.0,0.0,32101.0,37215.0,33405.6666666666
532,202110중순,412.0,배,1.0,신고,상품,개,10.0,32757.0,0.0,32774.0,36568.0,31940.3333333333
533,202110하순,412.0,배,1.0,신고,상품,개,10.0,31487.0,0.0,36734.0,35732.0,31688.3333333333
534,202111상순,412.0,배,1.0,신고,상품,개,10.0,32666.0,0.0,35325.0,36707.0,31683.6666666666
535,202111중순,412.0,배,1.0,신고,상품,개,10.0,30859.0,0.0,32757.0,36354.0,31598.3333333333
536,202111하순,412.0,배,1.0,신고,상품,개,10.0,32239.0,0.0,31487.0,36455.0,31642.6666666666
537,202112상순,412.0,배,1.0,신고,상품,개,10.0,33333.0,0.0,32666.0,37346.0,31927.6666666666
538,202112중순,412.0,배,1.0,신고,상품,개,10.0,33593.0,0.0,30859.0,38155.0,32345.0
539,202112하순,412.0,배,1.0,신고,상품,개,10.0,35900.0,0.0,32239.0,39443.0,32753.6666666666
540,202201상순,412.0,배,1.0,신고,상품,개,10.0,36079.0,0.0,33333.0,40309.0,33059.0
541,202201중순,412.0,배,1.0,신고,상품,개,10.0,34107.0,0.0,33593.0,41773.0,33253.6666666666
542,202201하순,412.0,배,1.0,신고,상품,개,10.0,34989.0,0.0,35900.0,46698.0,33587.0
543,202202상순,412.0,배,1.0,신고,상품,개,10.0,36499.0,0.0,36079.0,48547.0,33571.3333333333
544,202202중순,412.0,배,1.0,신고,상품,개,10.0,39413.0,0.0,34107.0,47498.0,33206.0
545,202202하순,412.0,배,1.0,신고,상품,개,10.0,39564.0,0.0,34989.0,46220.0,33996.3333333333
546,202203상순,412.0,배,1.0,신고,상품,개,10.0,39977.0,0.0,36499.0,44800.0,34192.3333333333
547,202203중순,412.0,배,1.0,신고,상품,개,10.0,39431.0,0.0,39413.0,46270.0,34671.6666666666
548,202203하순,412.0,배,1.0,신고,상품,개,10.0,39240.0,0.0,39564.0,48163.0,34408.6666666666
549,202204상순,412.0,배,1.0,신고,상품,개,10.0,38669.0,0.0,39977.0,47176.0,34310.0
550,202204중순,412.0,배,1.0,신고,상품,개,10.0,38261.0,0.0,39431.0,46831.0,34565.0
551,202204하순,412.0,배,1.0,신고,상품,개,10.0,38458.0,0.0,39240.0,46783.0,34469.3333333333
552,202205상순,412.0,배,1.0,신고,상품,개,10.0,38222.0,0.0,38669.0,46856.0,34898.0
553,202205중순,412.0,배,1.0,신고,상품,개,10.0,38405.0,0.0,38261.0,46516.0,35187.3333333333
554,202205하순,412.0,배,1.0,신고,상품,개,10.0,37833.0,0.0,38458.0,46978.0,35341.3333333333
555,202206상순,412.0,배,1.0,신고,상품,개,10.0,38966.0,0.0,38222.0,47711.0,36047.0
556,202206중순,412.0,배,1.0,신고,상품,개,10.0,40044.0,0.0,38405.0,48455.0,37213.3333333333
557,202206하순,412.0,배,1.0,신고,상품,개,10.0,40541.0,0.0,37833.0,49511.0,38579.0
558,202207상순,412.0,배,1.0,신고,상품,개,10.0,40278.0,0.0,38966.0,50696.0,38980.3333333333
559,202207중순,412.0,배,1.0,신고,상품,개,10.0,39911.0,0.0,40044.0,52031.0,39497.6666666666
560,202207하순,412.0,배,1.0,신고,상품,개,10.0,40086.0,0.0,40541.0,52473.0,39948.3333333333
561,202208상순,412.0,배,1.0,신고,상품,개,10.0,41514.0,0.0,40278.0,53463.0,39826.6666666666
562,202208중순,412.0,배,1.0,신고,상품,개,10.0,41425.0,0.0,39911.0,52707.0,39696.3333333333
563,202208하순,412.0,배,1.0,신고,상품,개,10.0,36890.0,0.0,40086.0,50514.0,38711.6666666666
564,202209상순,412.0,배,1.0,신고,상품,개,10.0,35510.0,0.0,41514.0,32101.0,34612.3333333333
565,202209중순,412.0,배,1.0,신고,상품,개,10.0,40677.0,0.0,41425.0,32774.0,32526.0
566,202209하순,412.0,배,1.0,신고,상품,개,10.0,35288.0,0.0,36890.0,36734.0,35933.3333333333
567,202210상순,412.0,배,1.0,신고,상품,개,10.0,30762.0,0.0,35510.0,35325.0,34847.3333333333
568,202210중순,412.0,배,1.0,신고,상품,개,10.0,27414.0,0.0,40677.0,32757.0,32840.0
569,202210하순,412.0,배,1.0,신고,상품,개,10.0,26202.0,0.0,35288.0,31487.0,32204.0
570,202211상순,412.0,배,1.0,신고,상품,개,10.0,25248.0,0.0,30762.0,32666.0,32549.6666666666
571,202211중순,412.0,배,1.0,신고,상품,개,10.0,25345.0,0.0,27414.0,30859.0,31750.0
572,202211하순,412.0,배,1.0,신고,상품,개,10.0,25689.0,0.0,26202.0,32239.0,32322.6666666666
573,202212상순,412.0,배,1.0,신고,상품,개,10.0,25870.0,0.0,25248.0,33333.0,32980.0
574,202212중순,412.0,배,1.0,신고,상품,개,10.0,26504.0,0.0,25345.0,33593.0,33381.3333333333
575,202212하순,412.0,배,1.0,신고,상품,개,10.0,25973.0,0.0,25689.0,35900.0,34582.6666666666
